#{"t_start": 1707792797.974192, "env_id": "CartPole-v1"}
r,l,t
16.0,16,4.743408
11.0,11,4.749476
10.0,10,4.771292
25.0,25,4.801869
37.0,37,4.838699
51.0,51,4.926324
44.0,44,4.982898
28.0,28,5.01453
39.0,39,5.947222
16.0,16,5.972361
27.0,27,6.003408
40.0,40,6.041701
17.0,17,6.051136
15.0,15,6.059311
15.0,15,6.067575
10.0,10,6.073088
13.0,13,6.080169
14.0,14,6.08877
24.0,24,6.10227
24.0,24,6.115375
41.0,41,6.13775
12.0,12,6.144448
27.0,27,6.159309
13.0,13,6.166481
11.0,11,6.17246
28.0,28,6.205484
23.0,23,6.234389
10.0,10,6.256243
14.0,14,6.264034
10.0,10,6.283178
39.0,39,6.320408
13.0,13,6.337657
18.0,18,6.347586
21.0,21,6.371362
21.0,21,6.382922
18.0,18,6.392721
18.0,18,6.402601
14.0,14,6.410375
13.0,13,6.417528
8.0,8,6.422044
10.0,10,6.427619
18.0,18,6.437568
16.0,16,6.447269
10.0,10,6.452885
21.0,21,6.464372
15.0,15,6.472603
15.0,15,6.480603
10.0,10,6.486111
44.0,44,6.526445
10.0,10,6.53201
11.0,11,6.538116
22.0,22,6.566427
18.0,18,6.593096
13.0,13,6.600398
14.0,14,6.624391
15.0,15,6.632737
18.0,18,6.658978
22.0,22,6.698307
19.0,19,6.725173
27.0,27,6.75594
14.0,14,6.763429
19.0,19,6.790097
15.0,15,6.79822
17.0,17,6.82435
11.0,11,6.830379
10.0,10,6.85226
21.0,21,6.863737
10.0,10,6.885577
22.0,22,6.913683
22.0,22,6.926088
11.0,11,6.948331
11.0,11,6.954336
21.0,21,6.98204
23.0,23,7.01487
31.0,31,7.044035
35.0,35,7.080538
21.0,21,7.108263
10.0,10,7.113812
47.0,47,7.152217
14.0,14,7.17612
23.0,23,7.208876
17.0,17,7.218256
27.0,27,7.24938
26.0,26,7.284359
16.0,16,7.301457
24.0,24,7.332402
15.0,15,7.35299
13.0,13,7.368404
10.0,10,7.390228
16.0,16,7.399061
18.0,18,7.425041
10.0,10,7.430586
27.0,27,7.445164
9.0,9,7.466442
29.0,29,7.498282
19.0,19,7.508454
38.0,38,7.561946
21.0,21,7.591373
14.0,14,7.599208
15.0,15,7.623884
28.0,28,7.655666
13.0,13,7.662964
15.0,15,7.687635
15.0,15,7.696051
56.0,56,7.759504
24.0,24,7.789014
22.0,22,7.82804
18.0,18,7.854357
30.0,30,7.902366
14.0,14,7.910171
23.0,23,7.93885
26.0,26,7.969417
25.0,25,7.999397
10.0,10,8.882474
63.0,63,8.966148
25.0,25,8.979951
18.0,18,9.006193
16.0,16,9.031342
32.0,32,9.065166
10.0,10,9.070782
16.0,16,9.095876
18.0,18,9.105861
12.0,12,9.128723
13.0,13,9.1359
13.0,13,9.159416
22.0,22,9.171597
18.0,18,9.199347
18.0,18,9.225788
18.0,18,9.235689
18.0,18,9.24547
18.0,18,9.255207
19.0,19,9.265676
25.0,25,9.279546
19.0,19,9.289809
15.0,15,9.297984
20.0,20,9.308868
13.0,13,9.315954
21.0,21,9.327329
13.0,13,9.334414
32.0,32,9.352969
15.0,15,9.361131
11.0,11,9.367209
13.0,13,9.374374
12.0,12,9.389108
11.0,11,9.403289
45.0,45,9.443869
19.0,19,9.470502
21.0,21,9.498262
28.0,28,9.513412
19.0,19,9.523842
15.0,15,9.532076
16.0,16,9.540864
35.0,35,9.560878
18.0,18,9.570706
29.0,29,9.58637
18.0,18,9.596133
25.0,25,9.620641
45.0,45,9.645167
26.0,26,9.659283
19.0,19,9.66974
22.0,22,9.681904
22.0,22,9.710176
10.0,10,9.71563
15.0,15,9.740142
11.0,11,9.746326
19.0,19,9.772968
25.0,25,9.803081
16.0,16,9.811735
13.0,13,9.818962
22.0,22,9.831877
10.0,10,9.837454
26.0,26,9.851637
20.0,20,9.862674
13.0,13,9.869781
15.0,15,9.877829
10.0,10,9.88323
17.0,17,9.892499
21.0,21,9.903952
21.0,21,9.915429
20.0,20,9.926157
14.0,14,9.950024
16.0,16,9.958835
15.0,15,9.983281
13.0,13,9.990486
18.0,18,10.017706
25.0,25,10.047598
14.0,14,10.055306
19.0,19,10.081887
9.0,9,10.086815
9.0,9,10.107985
22.0,22,10.119853
43.0,43,10.167869
17.0,17,10.189446
17.0,17,10.215008
16.0,16,10.2236
28.0,28,10.25508
16.0,16,10.27704
12.0,12,10.283575
22.0,22,10.313346
42.0,42,10.368936
64.0,64,10.43655
13.0,13,10.443636
26.0,26,10.474255
17.0,17,10.499861
13.0,13,10.506998
10.0,10,10.528746
17.0,17,10.565856
10.0,10,10.571405
22.0,22,10.599367
17.0,17,10.625061
12.0,12,10.631753
11.0,11,10.653989
16.0,16,10.663014
18.0,18,10.689141
22.0,22,10.701274
15.0,15,10.725996
19.0,19,10.752661
31.0,31,11.52714
32.0,32,11.561136
15.0,15,11.585617
16.0,16,11.594468
39.0,39,11.615617
12.0,12,11.622074
23.0,23,11.634309
65.0,65,11.668971
49.0,49,11.695694
16.0,16,11.704554
32.0,32,11.72313
19.0,19,11.733471
13.0,13,11.740722
12.0,12,11.747312
13.0,13,11.754508
25.0,25,11.768155
15.0,15,11.784733
24.0,24,11.81425
20.0,20,11.842194
28.0,28,11.873834
32.0,32,11.90383
17.0,17,11.929341
12.0,12,11.935891
14.0,14,11.959815
18.0,18,11.969641
17.0,17,11.995065
17.0,17,12.004471
12.0,12,12.027289
15.0,15,12.035477
29.0,29,12.067667
21.0,21,12.095407
36.0,36,12.13259
12.0,12,12.155629
10.0,10,12.161252
17.0,17,12.187031
15.0,15,12.195352
17.0,17,12.220946
15.0,15,12.229122
27.0,27,12.287546
38.0,38,12.32451
35.0,35,12.376143
11.0,11,12.382222
21.0,21,12.410094
55.0,55,12.47251
19.0,19,12.482921
28.0,28,12.514505
17.0,17,12.540166
14.0,14,12.547854
36.0,36,12.601212
37.0,37,12.637833
14.0,14,12.645565
17.0,17,12.671201
19.0,19,12.698002
9.0,9,12.703091
12.0,12,12.725867
11.0,11,12.732082
16.0,16,12.741582
24.0,24,12.771149
25.0,25,12.801156
11.0,11,12.823535
22.0,22,12.835671
37.0,37,12.888618
19.0,19,12.899027
16.0,16,12.923989
11.0,11,12.929886
10.0,10,12.951534
8.0,8,12.955857
31.0,31,12.988918
10.0,10,12.994407
27.0,27,13.025409
11.0,11,13.047772
19.0,19,13.059302
10.0,10,13.081073
16.0,16,13.089819
14.0,14,13.113633
24.0,24,13.143402
10.0,10,13.148898
17.0,17,13.174531
26.0,26,13.188811
29.0,29,13.220975
61.0,61,13.303431
14.0,14,13.311253
9.0,9,13.316186
11.0,11,13.338548
46.0,46,13.383952
10.0,10,13.417536
45.0,45,13.475058
13.0,13,13.498559
41.0,41,13.537537
17.0,17,13.563256
13.0,13,13.570419
18.0,18,13.588275
44.0,44,13.644667
48.0,48,14.598319
26.0,26,14.612852
23.0,23,14.641717
37.0,37,14.694654
61.0,61,14.760906
28.0,28,14.783064
47.0,47,14.824987
16.0,16,14.849938
23.0,23,14.879005
28.0,28,14.910626
28.0,28,14.950753
50.0,50,15.012563
26.0,26,15.042992
23.0,23,15.055647
43.0,43,15.111826
29.0,29,15.143925
80.0,80,15.220335
16.0,16,15.246402
33.0,33,15.280571
16.0,16,15.305844
38.0,38,15.343036
18.0,18,15.369315
29.0,29,15.40147
17.0,17,15.419146
10.0,10,15.441088
10.0,10,15.480334
28.0,28,15.512039
20.0,20,15.539187
23.0,23,15.56811
20.0,20,15.579104
16.0,16,15.596225
28.0,28,15.627983
34.0,34,15.663074
45.0,45,15.720356
114.0,114,15.846415
15.0,15,15.854749
13.0,13,15.8781
9.0,9,15.883196
59.0,59,15.948035
14.0,14,15.972061
19.0,19,15.982651
19.0,19,16.009474
27.0,27,16.056964
18.0,18,16.066996
23.0,23,16.095983
21.0,21,16.123844
43.0,43,16.165198
10.0,10,16.186918
19.0,19,16.197523
51.0,51,16.257861
46.0,46,16.315277
18.0,18,16.325148
30.0,30,16.365948
15.0,15,16.382466
51.0,51,16.434939
19.0,19,16.461539
30.0,30,16.490392
18.0,18,16.510171
20.0,20,16.529494
28.0,28,16.571163
11.0,11,16.577251
34.0,34,16.65848
9.0,9,16.663605
17.0,17,16.689413
14.0,14,16.69724
17.0,17,16.723084
37.0,37,16.77245
65.0,65,16.847986
18.0,18,16.857865
48.0,48,16.916794
52.0,52,16.977946
