#{"t_start": 1707792798.0732493, "env_id": "CartPole-v1"}
r,l,t
44.0,44,4.397759
37.0,37,4.418238
13.0,13,4.425442
15.0,15,4.433733
14.0,14,4.442115
16.0,16,4.451062
16.0,16,4.460078
14.0,14,4.467858
17.0,17,4.477203
13.0,13,4.484486
15.0,15,4.492651
15.0,15,4.51185
14.0,14,4.519803
25.0,25,4.533503
12.0,12,4.540303
16.0,16,4.549067
40.0,40,5.131036
10.0,10,5.1372
32.0,32,5.156836
12.0,12,5.164216
16.0,16,5.175653
14.0,14,5.184336
16.0,16,5.193777
17.0,17,5.204657
15.0,15,5.213567
28.0,28,5.2308
16.0,16,5.241456
53.0,53,5.281572
14.0,14,5.291079
19.0,19,5.302327
11.0,11,5.309446
31.0,31,5.329416
17.0,17,5.342033
12.0,12,5.357253
20.0,20,5.384217
11.0,11,5.390286
16.0,16,5.410396
30.0,30,5.45427
11.0,11,5.460391
26.0,26,5.489638
14.0,14,5.497274
15.0,15,5.50586
21.0,21,5.518358
24.0,24,5.533988
14.0,14,5.541997
16.0,16,5.551042
15.0,15,5.564465
70.0,70,5.646962
8.0,8,5.662874
25.0,25,5.687807
15.0,15,5.695655
15.0,15,5.71649
11.0,11,5.742983
14.0,14,5.750871
14.0,14,5.762347
13.0,13,5.784758
21.0,21,5.807967
22.0,22,5.831433
11.0,11,5.841343
31.0,31,5.888309
17.0,17,5.897595
19.0,19,5.908466
11.0,11,5.925336
17.0,17,5.935426
13.0,13,5.943004
10.0,10,5.948804
11.0,11,5.954904
13.0,13,5.961987
29.0,29,5.988984
14.0,14,5.99702
13.0,13,6.022976
21.0,21,6.044194
25.0,25,6.066971
10.0,10,6.08391
13.0,13,6.100996
19.0,19,6.121222
12.0,12,6.135075
18.0,18,6.154301
14.0,14,6.175269
13.0,13,6.190123
37.0,37,6.24356
15.0,15,6.259845
15.0,15,6.280996
19.0,19,6.297682
30.0,30,6.345789
19.0,19,6.372905
13.0,13,6.392098
28.0,28,6.424511
36.0,36,6.457488
40.0,40,6.482315
13.0,13,6.490319
14.0,14,6.499695
25.0,25,6.51626
13.0,13,6.524349
9.0,9,6.533884
15.0,15,6.543637
11.0,11,6.55094
36.0,36,6.590522
26.0,26,6.628452
25.0,25,6.651545
10.0,10,6.65835
12.0,12,6.667054
17.0,17,6.682765
18.0,18,6.694946
18.0,18,6.706593
27.0,27,6.733674
12.0,12,6.741604
10.0,10,6.748291
22.0,22,6.769221
28.0,28,6.801965
26.0,26,6.819721
12.0,12,6.827061
22.0,22,6.841267
16.0,16,6.8533
14.0,14,6.861562
25.0,25,6.876396
23.0,23,6.900523
18.0,18,6.9103
12.0,12,6.916753
11.0,11,6.922709
17.0,17,6.931837
19.0,19,6.941838
30.0,30,6.957821
23.0,23,7.860482
12.0,12,7.867193
32.0,32,7.884979
25.0,25,7.898773
18.0,18,7.908602
17.0,17,7.934681
79.0,79,8.012798
16.0,16,8.033988
27.0,27,8.070431
15.0,15,8.088951
13.0,13,8.115031
12.0,12,8.121791
14.0,14,8.141183
13.0,13,8.159788
13.0,13,8.166958
33.0,33,8.20695
33.0,33,8.242399
12.0,12,8.249179
30.0,30,8.306749
21.0,21,8.334133
20.0,20,8.370092
19.0,19,8.389733
28.0,28,8.422362
13.0,13,8.430248
20.0,20,8.442718
35.0,35,8.464835
21.0,21,8.477664
26.0,26,8.493678
19.0,19,8.504726
21.0,21,8.517328
32.0,32,8.552171
20.0,20,8.56772
13.0,13,8.588661
17.0,17,8.598169
19.0,19,8.608897
39.0,39,8.630105
13.0,13,8.637221
17.0,17,8.646729
15.0,15,8.654899
26.0,26,8.696673
48.0,48,8.739416
21.0,21,8.767112
12.0,12,8.773681
19.0,19,8.784125
37.0,37,8.837091
14.0,14,8.844941
37.0,37,8.901989
19.0,19,8.913662
19.0,19,8.940382
12.0,12,8.947058
16.0,16,8.968468
27.0,27,8.983413
22.0,22,8.995445
10.0,10,9.001126
13.0,13,9.008344
22.0,22,9.020441
17.0,17,9.0507
10.0,10,9.056543
33.0,33,9.084672
29.0,29,9.126813
14.0,14,9.134628
29.0,29,9.163083
16.0,16,9.197289
30.0,30,9.227762
22.0,22,9.25615
15.0,15,9.264325
73.0,73,9.354594
25.0,25,9.377839
10.0,10,9.383313
17.0,17,9.416823
21.0,21,9.435819
30.0,30,9.467975
30.0,30,9.499048
11.0,11,9.51842
33.0,33,9.556224
12.0,12,9.562717
16.0,16,9.582277
16.0,16,9.602677
15.0,15,9.611091
51.0,51,9.676004
15.0,15,9.684282
31.0,31,9.735462
39.0,39,9.784693
27.0,27,9.822988
11.0,11,9.838138
15.0,15,9.846343
28.0,28,9.894178
17.0,17,9.90379
13.0,13,9.92252
18.0,18,9.932502
15.0,15,9.953754
20.0,20,9.964635
11.0,11,10.921296
33.0,33,10.953832
14.0,14,10.961495
71.0,71,11.000023
14.0,14,11.007928
33.0,33,11.026915
12.0,12,11.033459
33.0,33,11.051811
31.0,31,11.074281
16.0,16,11.083024
34.0,34,11.103208
19.0,19,11.113853
33.0,33,11.131889
25.0,25,11.145778
46.0,46,11.198059
29.0,29,11.230481
22.0,22,11.284299
10.0,10,11.297375
41.0,41,11.339825
26.0,26,11.375034
62.0,62,11.459601
18.0,18,11.470032
46.0,46,11.53227
27.0,27,11.561655
13.0,13,11.580582
23.0,23,11.607519
13.0,13,11.614721
31.0,31,11.657049
19.0,19,11.667455
34.0,34,11.746067
14.0,14,11.753722
31.0,31,11.805708
54.0,54,11.865779
28.0,28,11.896491
21.0,21,11.920998
17.0,17,11.940073
27.0,27,11.977921
18.0,18,11.987906
26.0,26,12.026747
15.0,15,12.03519
26.0,26,12.072288
12.0,12,12.079063
30.0,30,12.113279
13.0,13,12.131754
13.0,13,12.146194
10.0,10,12.162863
32.0,32,12.19963
14.0,14,12.224036
50.0,50,12.265504
9.0,9,12.280378
26.0,26,12.322715
13.0,13,12.329949
37.0,37,12.35678
33.0,33,12.418885
16.0,16,12.428288
20.0,20,12.439308
34.0,34,12.480054
22.0,22,12.503069
53.0,53,12.564916
21.0,21,12.586598
30.0,30,12.61824
11.0,11,12.639279
32.0,32,12.681129
11.0,11,12.687222
14.0,14,12.704385
12.0,12,12.724429
14.0,14,12.733531
14.0,14,12.754764
10.0,10,12.76066
32.0,32,12.778258
13.0,13,12.785356
38.0,38,12.805914
14.0,14,12.831228
13.0,13,12.838449
21.0,21,12.849978
12.0,12,12.85669
16.0,16,12.865647
14.0,14,12.873389
18.0,18,12.883751
15.0,15,12.891984
15.0,15,12.900202
25.0,25,12.91432
35.0,35,12.933463
16.0,16,12.942253
15.0,15,12.9504
15.0,15,12.958639
22.0,22,13.647078
17.0,17,13.656492
13.0,13,13.663893
19.0,19,13.674451
16.0,16,13.683439
21.0,21,13.694877
9.0,9,13.700408
9.0,9,13.705419
38.0,38,13.726568
12.0,12,13.739681
10.0,10,13.745463
11.0,11,13.762386
17.0,17,13.771728
21.0,21,13.800415
39.0,39,13.844048
9.0,9,13.869293
18.0,18,13.879399
9.0,9,13.884351
17.0,17,13.914046
9.0,9,13.918919
23.0,23,13.94264
20.0,20,13.976693
17.0,17,13.986519
17.0,17,14.000591
20.0,20,14.015315
20.0,20,14.027405
23.0,23,14.043153
28.0,28,14.061065
23.0,23,14.07427
12.0,12,14.080914
18.0,18,14.113902
13.0,13,14.121253
34.0,34,14.156273
20.0,20,14.181782
19.0,19,14.192108
9.0,9,14.208519
9.0,9,14.226657
16.0,16,14.235675
12.0,12,14.249122
15.0,15,14.276172
14.0,14,14.288197
36.0,36,14.322155
33.0,33,14.391371
23.0,23,14.410893
22.0,22,14.44236
17.0,17,14.464092
29.0,29,14.496518
14.0,14,14.51099
18.0,18,14.521243
17.0,17,14.544535
13.0,13,14.551789
16.0,16,14.577835
12.0,12,14.600242
27.0,27,14.625954
13.0,13,14.6546
9.0,9,14.65972
16.0,16,14.669742
20.0,20,14.680718
24.0,24,14.718302
17.0,17,14.740331
18.0,18,14.750223
15.0,15,14.780176
42.0,42,14.82928
20.0,20,14.842148
21.0,21,14.869292
15.0,15,14.877798
32.0,32,14.920218
16.0,16,14.937823
13.0,13,14.955613
17.0,17,14.969233
16.0,16,14.995741
21.0,21,15.027163
24.0,24,15.056303
18.0,18,15.066602
31.0,31,15.083595
14.0,14,15.091219
17.0,17,15.100653
15.0,15,15.108926
18.0,18,15.118972
10.0,10,15.124584
20.0,20,15.135573
29.0,29,15.151186
25.0,25,15.164827
25.0,25,15.180317
21.0,21,15.193537
10.0,10,15.199146
11.0,11,15.20518
10.0,10,15.210944
11.0,11,15.217338
38.0,38,15.238122
13.0,13,15.24548
23.0,23,15.27252
51.0,51,15.348289
33.0,33,15.387037
34.0,34,15.42639
22.0,22,15.46133
13.0,13,15.468925
14.0,14,15.502832
9.0,9,15.50801
27.0,27,15.533393
23.0,23,15.563405
16.0,16,15.572357
9.0,9,15.577349
17.0,17,15.610526
17.0,17,15.627789
18.0,18,15.644313
11.0,11,15.649636
13.0,13,15.671586
12.0,12,16.585163
17.0,17,16.60635
25.0,25,16.631176
14.0,14,16.65829
35.0,35,16.689906
11.0,11,16.695993
17.0,17,16.73371
19.0,19,16.743941
12.0,12,16.757964
23.0,23,16.784599
13.0,13,16.791629
33.0,33,16.824653
17.0,17,16.848141
21.0,21,16.879762
23.0,23,16.901589
17.0,17,16.925967
12.0,12,16.933863
21.0,21,16.961377
11.0,11,16.967344
17.0,17,16.992913
16.0,16,17.016978
14.0,14,17.024585
14.0,14,17.04248
14.0,14,17.050022
65.0,65,17.116075
20.0,20,17.156381
9.0,9,17.161324
12.0,12,17.167715
15.0,15,17.200297
36.0,36,17.235762
14.0,14,17.243405
16.0,16,17.252026
13.0,13,17.279347
11.0,11,17.285363
9.0,9,17.303973
9.0,9,17.308795
12.0,12,17.330877
21.0,21,17.360142
11.0,11,17.366128
9.0,9,17.371028
26.0,26,17.411743
36.0,36,17.452791
13.0,13,17.47724
47.0,47,17.532046
14.0,14,17.546957
