#{"t_start": 1707792798.113545, "env_id": "CartPole-v1"}
r,l,t
13.0,13,6.170149
15.0,15,6.178588
13.0,13,6.185649
16.0,16,6.194974
17.0,17,6.212637
20.0,20,6.255588
15.0,15,6.26367
17.0,17,6.289009
18.0,18,6.316058
19.0,19,6.326086
11.0,11,6.340691
43.0,43,6.377433
46.0,46,6.434577
14.0,14,6.442205
25.0,25,6.472095
19.0,19,6.498456
11.0,11,6.504349
29.0,29,6.537297
29.0,29,6.579514
31.0,31,6.596087
13.0,13,6.603124
22.0,22,6.614726
40.0,40,6.635832
24.0,24,6.648531
18.0,18,6.658115
16.0,16,6.666594
19.0,19,6.676692
20.0,20,6.688321
50.0,50,6.714908
15.0,15,6.722992
13.0,13,6.729994
24.0,24,6.742923
10.0,10,6.764556
27.0,27,6.795212
12.0,12,6.801689
17.0,17,6.826991
20.0,20,6.837705
21.0,21,6.858095
18.0,18,6.884219
22.0,22,6.904127
27.0,27,6.934752
19.0,19,6.971229
14.0,14,6.97867
44.0,44,7.026787
64.0,64,7.094872
25.0,25,7.124789
27.0,27,7.154584
23.0,23,7.173188
47.0,47,7.237444
20.0,20,7.25639
22.0,22,7.276288
30.0,30,7.308531
17.0,17,7.333732
32.0,32,7.368123
34.0,34,7.402462
22.0,22,7.430465
14.0,14,7.43805
25.0,25,7.461876
38.0,38,7.531875
12.0,12,7.554462
20.0,20,7.565557
14.0,14,7.589197
23.0,23,7.601685
23.0,23,7.630642
21.0,21,7.658188
22.0,22,8.419689
50.0,50,8.485327
13.0,13,8.492577
35.0,35,8.539129
19.0,19,8.549468
21.0,21,8.571893
16.0,16,8.600879
38.0,38,8.640818
11.0,11,8.646991
20.0,20,8.658959
14.0,14,8.666903
23.0,23,8.679519
23.0,23,8.692383
45.0,45,8.717408
12.0,12,8.724066
23.0,23,8.736714
21.0,21,8.748258
13.0,13,8.755507
28.0,28,8.772153
9.0,9,8.777163
15.0,15,8.785569
13.0,13,8.792746
19.0,19,8.818994
50.0,50,8.876643
25.0,25,8.911201
16.0,16,8.919928
15.0,15,8.936427
37.0,37,8.983403
14.0,14,9.000637
11.0,11,9.007395
11.0,11,9.029934
13.0,13,9.05033
40.0,40,9.084213
50.0,50,9.141596
11.0,11,9.147642
19.0,19,9.169177
17.0,17,9.198995
11.0,11,9.204928
15.0,15,9.234113
27.0,27,9.284188
15.0,15,9.292275
25.0,25,9.328986
45.0,45,9.368601
36.0,36,9.418688
20.0,20,9.439626
16.0,16,9.448389
15.0,15,9.468053
19.0,19,9.490312
19.0,19,9.508375
11.0,11,9.526142
10.0,10,9.531605
30.0,30,9.578568
16.0,16,9.596476
12.0,12,9.603086
19.0,19,9.629656
33.0,33,9.674648
14.0,14,9.682498
19.0,19,9.692819
15.0,15,9.710738
25.0,25,9.751093
11.0,11,9.763118
14.0,14,9.770849
23.0,23,9.811157
12.0,12,9.81811
18.0,18,9.836054
35.0,35,9.874787
10.0,10,9.880238
25.0,25,9.926817
15.0,15,9.935164
13.0,13,9.942232
30.0,30,9.976059
15.0,15,9.993511
14.0,14,10.002782
15.0,15,10.031318
23.0,23,10.056077
40.0,40,10.108001
15.0,15,10.116432
11.0,11,10.12252
19.0,19,10.157991
10.0,10,10.163826
16.0,16,10.172681
13.0,13,10.19734
31.0,31,10.234502
35.0,35,10.27181
31.0,31,10.311664
13.0,13,10.32703
16.0,16,10.335851
16.0,16,10.358188
14.0,14,10.381938
13.0,13,10.389121
14.0,14,10.433901
36.0,36,10.453836
24.0,24,10.497255
14.0,14,10.505067
17.0,17,10.53072
48.0,48,10.577748
32.0,32,10.604608
20.0,20,11.209879
31.0,31,11.255316
48.0,48,11.281672
13.0,13,11.288951
17.0,17,11.298169
19.0,19,11.308622
13.0,13,11.315922
17.0,17,11.325257
20.0,20,11.336179
15.0,15,11.344428
15.0,15,11.352712
10.0,10,11.359082
44.0,44,11.38341
62.0,62,11.437675
15.0,15,11.446063
33.0,33,11.480161
16.0,16,11.503031
46.0,46,11.558847
19.0,19,11.585194
16.0,16,11.601857
47.0,47,11.64792
27.0,27,11.68386
27.0,27,11.72159
15.0,15,11.729859
17.0,17,11.745118
16.0,16,11.753894
33.0,33,11.804067
15.0,15,11.812245
33.0,33,11.86178
24.0,24,11.889531
23.0,23,11.913387
34.0,34,11.95664
13.0,13,11.967335
25.0,25,12.021112
50.0,50,12.08129
16.0,16,12.097575
18.0,18,12.113136
29.0,29,12.148208
38.0,38,12.181594
10.0,10,12.20181
19.0,19,12.228547
62.0,62,12.281636
28.0,28,12.311566
11.0,11,12.317795
13.0,13,12.324867
22.0,22,12.336966
21.0,21,12.348572
30.0,30,12.364959
23.0,23,12.379134
18.0,18,12.388961
12.0,12,12.395665
14.0,14,12.403411
29.0,29,12.419583
14.0,14,12.427197
16.0,16,12.435942
28.0,28,12.451307
15.0,15,12.469148
54.0,54,12.533775
40.0,40,12.58351
12.0,12,12.590063
36.0,36,12.623487
12.0,12,12.630822
19.0,19,12.661409
11.0,11,12.674767
12.0,12,12.681285
13.0,13,12.702626
27.0,27,12.737777
14.0,14,12.761701
22.0,22,12.787542
23.0,23,12.809098
47.0,47,12.85887
18.0,18,12.87526
23.0,23,12.912069
15.0,15,12.920286
15.0,15,12.944719
18.0,18,12.968943
13.0,13,12.976154
11.0,11,12.998187
17.0,17,13.02391
23.0,23,13.055922
16.0,16,13.071379
43.0,43,13.11594
23.0,23,13.150411
11.0,11,13.157191
11.0,11,13.173966
11.0,11,13.180094
22.0,22,13.208496
18.0,18,13.22662
16.0,16,13.249962
18.0,18,13.270958
14.0,14,14.171838
16.0,16,14.180454
16.0,16,14.205474
12.0,12,14.212185
12.0,12,14.243608
23.0,23,14.256257
22.0,22,14.280029
21.0,21,14.307683
28.0,28,14.339212
42.0,42,14.401169
25.0,25,14.419339
19.0,19,14.429544
23.0,23,14.473148
12.0,12,14.479728
11.0,11,14.489058
30.0,30,14.537446
13.0,13,14.544362
15.0,15,14.552694
27.0,27,14.569976
50.0,50,14.597258
33.0,33,14.615127
22.0,22,14.627063
35.0,35,14.646084
12.0,12,14.652778
23.0,23,14.665236
18.0,18,14.675178
13.0,13,14.682322
16.0,16,14.691128
21.0,21,14.718942
13.0,13,14.726046
69.0,69,14.808161
22.0,22,14.836527
21.0,21,14.860522
17.0,17,14.886058
27.0,27,14.93491
19.0,19,14.945402
32.0,32,14.99084
25.0,25,15.024824
18.0,18,15.038736
27.0,27,15.069724
60.0,60,15.133964
27.0,27,15.186342
30.0,30,15.219173
22.0,22,15.231214
24.0,24,15.262132
13.0,13,15.272539
37.0,37,15.313515
17.0,17,15.339304
23.0,23,15.351874
20.0,20,15.376477
46.0,46,15.417267
13.0,13,15.443208
28.0,28,15.47592
19.0,19,15.502136
102.0,102,15.626006
36.0,36,15.665063
9.0,9,15.678589
18.0,18,15.705239
12.0,12,15.712294
12.0,12,15.718954
39.0,39,15.776726
21.0,21,15.798597
16.0,16,15.82373
13.0,13,15.831
27.0,27,15.850618
17.0,17,15.877369
12.0,12,15.892155
17.0,17,15.910566
19.0,19,15.94241
40.0,40,16.005463
16.0,16,16.014163
33.0,33,16.033708
32.0,32,16.106556
31.0,31,16.136041
33.0,33,16.178411
9.0,9,16.183417
8.0,8,16.203923
33.0,33,16.238108
30.0,30,16.262089
38.0,38,16.319041
49.0,49,16.372652
17.0,17,16.399725
19.0,19,16.41056
17.0,17,17.33352
21.0,21,17.363341
19.0,19,17.390029
20.0,20,17.401362
13.0,13,17.422819
43.0,43,17.466302
26.0,26,17.496816
21.0,21,17.524559
