#{"t_start": 1707792798.0087714, "env_id": "CartPole-v1"}
r,l,t
29.0,29,4.670679
18.0,18,4.695154
26.0,26,4.726891
17.0,17,4.752915
19.0,19,4.763572
14.0,14,4.784701
18.0,18,4.815703
12.0,12,4.822344
17.0,17,4.848371
36.0,36,4.884582
58.0,58,4.956346
10.0,10,4.962543
17.0,17,4.987678
21.0,21,4.998964
29.0,29,5.038344
23.0,23,5.067829
19.0,19,5.087433
30.0,30,5.113601
27.0,27,5.14425
39.0,39,5.200402
26.0,26,5.22682
17.0,17,5.283906
11.0,11,5.289994
20.0,20,5.300842
40.0,40,5.32321
50.0,50,6.249528
16.0,16,6.265686
27.0,27,6.29223
11.0,11,6.298262
11.0,11,6.321376
12.0,12,6.338243
38.0,38,6.380509
12.0,12,6.401395
15.0,15,6.409387
21.0,21,6.429127
23.0,23,6.467691
12.0,12,6.474185
23.0,23,6.486769
12.0,12,6.493224
25.0,25,6.506964
27.0,27,6.521955
12.0,12,6.530394
16.0,16,6.53935
13.0,13,6.546445
14.0,14,6.554901
31.0,31,6.57197
12.0,12,6.578457
30.0,30,6.594613
55.0,55,6.627053
19.0,19,6.637654
26.0,26,6.651951
15.0,15,6.662135
47.0,47,6.70524
20.0,20,6.730936
33.0,33,6.761787
12.0,12,6.783409
22.0,22,6.811378
17.0,17,6.820985
20.0,20,6.851869
20.0,20,6.863396
18.0,18,6.88938
15.0,15,6.897545
33.0,33,6.947573
9.0,9,6.952596
34.0,34,6.995291
26.0,26,7.025566
31.0,31,7.063734
32.0,32,7.113386
12.0,12,7.119847
12.0,12,7.12625
16.0,16,7.15104
11.0,11,7.157
11.0,11,7.179213
41.0,41,7.217437
20.0,20,7.238031
26.0,26,7.285221
48.0,48,7.332336
20.0,20,7.353744
33.0,33,7.388029
14.0,14,7.395635
12.0,12,7.418278
23.0,23,7.430726
19.0,19,7.457193
41.0,41,7.511795
26.0,26,7.52563
14.0,14,7.549395
40.0,40,7.606965
32.0,32,7.629487
17.0,17,7.651726
35.0,35,7.686749
17.0,17,7.712202
15.0,15,7.720279
41.0,41,7.774663
27.0,27,7.806152
20.0,20,7.828467
53.0,53,7.881204
15.0,15,7.889277
19.0,19,7.915719
40.0,40,7.953237
33.0,33,7.987576
41.0,41,8.054263
12.0,12,8.060802
21.0,21,8.072162
29.0,29,8.087795
9.0,9,8.092717
15.0,15,8.10077
16.0,16,8.109301
18.0,18,8.130178
16.0,16,8.138945
14.0,14,8.146564
19.0,19,8.156738
35.0,35,8.175948
10.0,10,8.181426
10.0,10,8.187147
13.0,13,8.194331
13.0,13,8.201473
27.0,27,9.118572
16.0,16,9.127129
18.0,18,9.152952
41.0,41,9.190969
14.0,14,9.213663
31.0,31,9.241336
56.0,56,9.307744
42.0,42,9.35097
22.0,22,9.379876
33.0,33,9.413639
14.0,14,9.421085
38.0,38,9.474973
35.0,35,9.523409
13.0,13,9.530485
14.0,14,9.537865
16.0,16,9.560351
17.0,17,9.5857
15.0,15,9.593612
31.0,31,9.626168
26.0,26,9.657164
13.0,13,9.680595
30.0,30,9.71296
32.0,32,9.746293
14.0,14,9.753741
32.0,32,9.786876
14.0,14,9.806665
18.0,18,9.816216
17.0,17,9.841687
61.0,61,9.904267
17.0,17,9.929784
20.0,20,9.940717
20.0,20,9.967776
14.0,14,9.991669
26.0,26,10.00596
12.0,12,10.055725
36.0,36,10.103746
12.0,12,10.110334
31.0,31,10.143577
58.0,58,10.199857
20.0,20,10.227004
11.0,11,10.233158
14.0,14,10.256404
30.0,30,10.28905
17.0,17,10.298399
25.0,25,10.329565
29.0,29,10.361824
17.0,17,10.387656
14.0,14,10.411648
20.0,20,10.422619
24.0,24,10.451912
53.0,53,10.513348
24.0,24,10.542785
23.0,23,10.571278
21.0,21,10.582753
19.0,19,10.610426
17.0,17,10.636203
16.0,16,10.645025
19.0,19,10.671727
11.0,11,10.677752
38.0,38,10.714786
23.0,23,10.743603
17.0,17,10.769138
23.0,23,10.80593
18.0,18,10.815806
20.0,20,10.842965
21.0,21,10.870824
43.0,43,10.911884
15.0,15,10.936389
24.0,24,10.965858
13.0,13,10.973057
13.0,13,10.996543
24.0,24,11.009764
28.0,28,11.041452
11.0,11,11.063814
18.0,18,11.073706
12.0,12,11.089508
29.0,29,11.121627
20.0,20,11.148877
15.0,15,11.157143
33.0,33,11.219545
18.0,18,11.245712
20.0,20,11.256777
20.0,20,11.284262
11.0,11,11.30396
14.0,14,11.324356
46.0,46,11.373438
32.0,32,11.406544
12.0,12,12.078701
46.0,46,12.104334
19.0,19,12.114741
18.0,18,12.124977
11.0,11,12.130985
13.0,13,12.138297
34.0,34,12.156904
14.0,14,12.164575
15.0,15,12.173227
11.0,11,12.17932
66.0,66,12.216449
47.0,47,12.242996
33.0,33,12.268412
13.0,13,12.290435
12.0,12,12.296935
13.0,13,12.324126
18.0,18,12.333995
17.0,17,12.352517
10.0,10,12.357916
13.0,13,12.381095
13.0,13,12.404458
13.0,13,12.41169
16.0,16,12.436821
11.0,11,12.442882
18.0,18,12.462121
32.0,32,12.506359
14.0,14,12.513977
66.0,66,12.591476
25.0,25,12.613254
41.0,41,12.651279
22.0,22,12.679472
34.0,34,12.737266
35.0,35,12.764987
15.0,15,12.790159
40.0,40,12.849174
44.0,44,12.888316
54.0,54,12.949809
12.0,12,12.972593
14.0,14,12.980143
19.0,19,13.006658
15.0,15,13.01458
16.0,16,13.023153
71.0,71,13.060942
19.0,19,13.071158
14.0,14,13.078777
20.0,20,13.091147
20.0,20,13.101929
10.0,10,13.107288
23.0,23,13.119445
41.0,41,13.149346
14.0,14,13.156942
13.0,13,13.180521
17.0,17,13.189811
27.0,27,13.220705
20.0,20,13.255793
34.0,34,13.290486
13.0,13,13.305954
24.0,24,13.318938
15.0,15,13.343808
17.0,17,13.373798
26.0,26,13.398575
26.0,26,13.433088
12.0,12,13.455018
13.0,13,13.462166
11.0,11,13.468253
50.0,50,13.509888
22.0,22,13.524329
27.0,27,13.540711
12.0,12,13.547194
57.0,57,13.579678
18.0,18,13.589648
34.0,34,13.626599
29.0,29,13.66192
15.0,15,13.678392
24.0,24,13.708119
14.0,14,13.715797
32.0,32,13.772626
25.0,25,13.802462
26.0,26,13.829206
27.0,27,13.859967
11.0,11,13.882073
27.0,27,13.912767
12.0,12,13.919268
19.0,19,13.92941
31.0,31,13.946163
35.0,35,13.964809
19.0,19,14.776835
16.0,16,14.785605
15.0,15,14.794039
34.0,34,14.829268
10.0,10,14.834649
12.0,12,14.841467
24.0,24,14.854616
17.0,17,14.86392
13.0,13,14.871283
11.0,11,14.877188
16.0,16,14.885898
18.0,18,14.896057
12.0,12,14.902539
29.0,29,14.918493
24.0,24,14.931768
13.0,13,14.939132
10.0,10,14.944609
17.0,17,14.955669
12.0,12,14.962162
11.0,11,14.96817
11.0,11,14.978677
53.0,53,15.041111
13.0,13,15.058308
12.0,12,15.064631
17.0,17,15.090294
11.0,11,15.096312
18.0,18,15.122604
27.0,27,15.13713
14.0,14,15.144985
18.0,18,15.154854
16.0,16,15.163519
41.0,41,15.185892
22.0,22,15.199586
13.0,13,15.206939
19.0,19,15.217177
10.0,10,15.223017
40.0,40,15.245958
16.0,16,15.255013
14.0,14,15.263051
12.0,12,15.269621
23.0,23,15.298849
16.0,16,15.349722
16.0,16,15.359
26.0,26,15.389808
19.0,19,15.400114
11.0,11,15.42137
13.0,13,15.428464
11.0,11,15.434439
23.0,23,15.446878
16.0,16,15.45577
10.0,10,15.461219
13.0,13,15.468163
13.0,13,15.475475
24.0,24,15.488497
27.0,27,15.502861
13.0,13,15.510345
31.0,31,15.527523
10.0,10,15.53295
20.0,20,15.545192
24.0,24,15.558858
12.0,12,15.565432
22.0,22,15.597876
18.0,18,15.620041
19.0,19,15.630406
14.0,14,15.654095
25.0,25,15.683782
18.0,18,15.693433
15.0,15,15.717856
21.0,21,15.72896
13.0,13,15.735881
21.0,21,15.746885
18.0,18,15.756538
12.0,12,15.763017
19.0,19,15.772879
18.0,18,15.783917
15.0,15,15.792052
23.0,23,15.804656
12.0,12,15.811303
11.0,11,15.817283
10.0,10,15.82255
18.0,18,15.832422
28.0,28,15.847852
21.0,21,15.858896
17.0,17,15.884462
21.0,21,15.895781
12.0,12,15.90226
13.0,13,15.925549
22.0,22,15.953763
27.0,27,15.984781
21.0,21,15.996094
24.0,24,16.025383
12.0,12,16.031828
18.0,18,16.041025
18.0,18,16.050719
14.0,14,16.058462
11.0,11,16.064512
13.0,13,16.071523
31.0,31,16.089856
10.0,10,16.105791
12.0,12,16.112193
9.0,9,16.117099
18.0,18,16.126855
12.0,12,16.133387
14.0,14,16.140997
17.0,17,16.1503
19.0,19,16.176853
16.0,16,16.185579
10.0,10,16.207309
9.0,9,16.212259
13.0,13,16.231624
12.0,12,16.23838
24.0,24,16.267683
12.0,12,16.274208
22.0,22,16.302384
15.0,15,16.310634
20.0,20,16.321343
15.0,15,16.329352
21.0,21,16.941163
13.0,13,16.964386
13.0,13,16.971448
11.0,11,16.977506
40.0,40,17.03128
14.0,14,17.038948
20.0,20,17.074098
25.0,25,17.103684
29.0,29,17.135711
20.0,20,17.146499
10.0,10,17.168376
16.0,16,17.17729
24.0,24,17.206602
20.0,20,17.23416
22.0,22,17.245996
15.0,15,17.287899
11.0,11,17.293871
13.0,13,17.300875
11.0,11,17.315428
10.0,10,17.329129
16.0,16,17.353932
15.0,15,17.362101
10.0,10,17.383616
10.0,10,17.38916
11.0,11,17.395029
11.0,11,17.406766
16.0,16,17.41541
15.0,15,17.442561
22.0,22,17.470792
11.0,11,17.476755
11.0,11,17.482632
18.0,18,17.518366
12.0,12,17.524965
17.0,17,17.55034
16.0,16,17.55909
11.0,11,17.564954
14.0,14,17.589779
13.0,13,17.596784
20.0,20,17.623776
11.0,11,17.629588
