#{"t_start": 1707792798.1331854, "env_id": "CartPole-v1"}
r,l,t
23.0,23,6.835334
16.0,16,6.860172
17.0,17,6.869557
18.0,18,6.891683
21.0,21,6.919158
24.0,24,6.932503
15.0,15,6.956986
20.0,20,6.985004
20.0,20,6.995909
12.0,12,7.018781
15.0,15,7.026982
20.0,20,7.054325
38.0,38,7.091496
11.0,11,7.113879
26.0,26,7.15513
18.0,18,7.181203
12.0,12,7.204127
12.0,12,7.21108
12.0,12,7.234013
49.0,49,7.277031
13.0,13,7.300439
14.0,14,7.308035
11.0,11,7.33034
13.0,13,7.337531
15.0,15,7.355788
27.0,27,7.388214
21.0,21,7.416182
13.0,13,7.431784
22.0,22,7.444063
15.0,15,7.4688
32.0,32,7.503971
54.0,54,7.566594
11.0,11,7.57269
18.0,18,7.598864
13.0,13,7.606025
16.0,16,7.639337
64.0,64,7.703058
30.0,30,7.743917
27.0,27,7.776546
23.0,23,7.805459
35.0,35,7.840951
19.0,19,7.867357
15.0,15,7.875413
19.0,19,7.902045
24.0,24,7.931555
10.0,10,7.937082
12.0,12,7.959954
32.0,32,7.993698
15.0,15,8.002111
12.0,12,8.025053
10.0,10,8.030647
14.0,14,8.056123
31.0,31,8.089467
11.0,11,8.095785
21.0,21,8.123586
15.0,15,8.131871
43.0,43,8.18789
44.0,44,8.228148
26.0,26,8.258646
14.0,14,8.282769
48.0,48,8.353657
19.0,19,8.380372
16.0,16,8.389092
17.0,17,8.414827
32.0,32,8.448655
30.0,30,8.481154
22.0,22,9.393002
25.0,25,9.422818
19.0,19,9.449574
14.0,14,9.457262
14.0,14,9.481194
11.0,11,9.487302
14.0,14,9.511207
14.0,14,9.519044
17.0,17,9.528357
11.0,11,9.534485
16.0,16,9.543373
20.0,20,9.554439
12.0,12,9.560951
9.0,9,9.565851
11.0,11,9.571934
15.0,15,9.580062
18.0,18,9.590103
13.0,13,9.597168
12.0,12,9.604908
14.0,14,9.612448
18.0,18,9.622332
18.0,18,9.632161
18.0,18,9.64187
35.0,35,9.676975
29.0,29,9.709135
10.0,10,9.731014
20.0,20,9.742006
15.0,15,9.767647
13.0,13,9.790998
16.0,16,9.799841
16.0,16,9.824832
18.0,18,9.834583
40.0,40,9.888815
45.0,45,9.929302
17.0,17,9.938601
14.0,14,9.962483
14.0,14,9.97016
41.0,41,10.025127
13.0,13,10.032223
19.0,19,10.060139
21.0,21,10.087851
12.0,12,10.094444
14.0,14,10.102052
20.0,20,10.129408
36.0,36,10.16519
19.0,19,10.191933
29.0,29,10.251599
12.0,12,10.258182
19.0,19,10.284909
10.0,10,10.290335
17.0,17,10.315907
10.0,10,10.3213
13.0,13,10.344715
18.0,18,10.35448
20.0,20,10.381698
17.0,17,10.407341
15.0,15,10.415628
47.0,47,10.477718
19.0,19,10.487921
20.0,20,10.515136
9.0,9,10.520065
13.0,13,10.544939
30.0,30,10.577834
29.0,29,10.609814
24.0,24,10.639147
18.0,18,10.649105
16.0,16,10.674112
30.0,30,10.706836
13.0,13,10.713955
26.0,26,10.744447
32.0,32,10.778149
11.0,11,10.800524
15.0,15,10.809817
25.0,25,10.839895
16.0,16,10.864968
12.0,12,10.871603
15.0,15,10.892232
10.0,10,10.897826
21.0,21,10.925665
62.0,62,10.992142
15.0,15,11.0168
23.0,23,11.029457
22.0,22,11.057867
15.0,15,11.082468
23.0,23,11.111345
22.0,22,11.124745
18.0,18,11.150959
19.0,19,11.177839
26.0,26,11.2083
12.0,12,11.214936
13.0,13,11.22215
19.0,19,11.24885
30.0,30,11.281746
12.0,12,11.304718
10.0,10,11.310204
15.0,15,11.318382
43.0,43,11.352945
16.0,16,11.361754
15.0,15,11.36991
13.0,13,11.376939
13.0,13,11.384077
17.0,17,11.393348
14.0,14,11.401045
19.0,19,11.411364
28.0,28,11.426623
30.0,30,11.459359
19.0,19,12.239002
11.0,11,12.245113
13.0,13,12.268577
10.0,10,12.274128
19.0,19,12.300806
18.0,18,12.32668
17.0,17,12.336196
13.0,13,12.359697
11.0,11,12.365803
16.0,16,12.390693
13.0,13,12.398118
11.0,11,12.404185
19.0,19,12.430914
17.0,17,12.456155
14.0,14,12.463783
39.0,39,12.501437
10.0,10,12.523251
11.0,11,12.530513
41.0,41,12.585731
23.0,23,12.598395
10.0,10,12.620342
9.0,9,12.625377
11.0,11,12.647719
29.0,29,12.679831
12.0,12,12.686498
17.0,17,12.712201
20.0,20,12.723256
13.0,13,12.746649
15.0,15,12.754891
10.0,10,12.776678
17.0,17,12.785834
33.0,33,12.820121
21.0,21,12.848961
23.0,23,12.877866
13.0,13,12.884885
10.0,10,12.906619
9.0,9,12.911608
9.0,9,12.916526
27.0,27,12.947491
12.0,12,12.970392
12.0,12,12.976923
18.0,18,13.003207
11.0,11,13.009195
15.0,15,13.033818
11.0,11,13.040056
47.0,47,13.098407
25.0,25,13.128528
12.0,12,13.163136
15.0,15,13.171548
17.0,17,13.197403
16.0,16,13.206442
48.0,48,13.265411
19.0,19,13.29225
25.0,25,13.306169
8.0,8,13.326946
17.0,17,13.336382
18.0,18,13.362701
11.0,11,13.368844
27.0,27,13.4001
52.0,52,13.465026
32.0,32,13.498988
12.0,12,13.50704
11.0,11,13.529455
13.0,13,13.536592
18.0,18,13.562781
17.0,17,13.57186
26.0,26,13.60638
10.0,10,13.628294
13.0,13,13.635538
24.0,24,13.66515
16.0,16,13.674116
10.0,10,13.695978
12.0,12,13.702661
13.0,13,13.726121
19.0,19,13.737399
19.0,19,13.764093
31.0,31,13.797317
33.0,33,13.83155
13.0,13,13.854901
36.0,36,13.890741
33.0,33,13.925096
13.0,13,13.949004
16.0,16,13.957888
23.0,23,13.987204
11.0,11,14.009533
13.0,13,14.016786
15.0,15,14.041281
16.0,16,14.050096
12.0,12,14.073011
19.0,19,14.084913
12.0,12,14.107804
30.0,30,14.140838
20.0,20,14.168069
23.0,23,14.18088
13.0,13,14.204367
10.0,10,14.209948
42.0,42,14.249652
11.0,11,14.272048
10.0,10,14.277645
55.0,55,14.364962
11.0,11,14.371039
16.0,16,14.396149
17.0,17,14.405558
9.0,9,14.426819
15.0,15,14.435016
11.0,11,14.457249
33.0,33,14.491717
11.0,11,14.497746
14.0,14,14.521763
13.0,13,14.528907
11.0,11,14.55116
18.0,18,14.560945
19.0,19,15.482536
18.0,18,15.492567
17.0,17,15.518248
10.0,10,15.523796
14.0,14,15.547848
12.0,12,15.554579
25.0,25,15.584802
15.0,15,15.609367
13.0,13,15.616594
11.0,11,15.630765
10.0,10,15.63635
14.0,14,15.644002
22.0,22,15.680671
11.0,11,15.703085
24.0,24,15.73257
26.0,26,15.762812
10.0,10,15.768626
24.0,24,15.798172
11.0,11,15.804298
10.0,10,15.809916
13.0,13,15.835036
20.0,20,15.862628
48.0,48,15.893344
15.0,15,15.917927
23.0,23,15.946841
18.0,18,15.956867
11.0,11,15.980089
29.0,29,16.012393
32.0,32,16.046688
21.0,21,16.074646
8.0,8,16.07918
30.0,30,16.111941
19.0,19,16.138844
12.0,12,16.145403
9.0,9,16.150369
38.0,38,16.203795
14.0,14,16.219703
21.0,21,16.247579
19.0,19,16.266401
17.0,17,16.283956
11.0,11,16.290023
25.0,25,16.35683
12.0,12,16.37578
19.0,19,16.386368
9.0,9,16.399749
18.0,18,16.421172
17.0,17,16.430663
22.0,22,16.44279
12.0,12,16.449345
14.0,14,16.457181
23.0,23,16.469922
17.0,17,16.479371
24.0,24,16.492634
21.0,21,16.504058
23.0,23,16.516729
22.0,22,16.528548
16.0,16,16.537475
12.0,12,16.54439
19.0,19,16.555024
26.0,26,16.577675
9.0,9,16.582673
13.0,13,16.58998
14.0,14,16.597752
21.0,21,16.61161
13.0,13,16.618923
17.0,17,16.628381
15.0,15,16.636785
14.0,14,16.644556
16.0,16,16.653332
26.0,26,16.667609
17.0,17,16.67702
22.0,22,16.7053
63.0,63,16.772624
32.0,32,16.806471
21.0,21,16.81785
10.0,10,16.823105
27.0,27,16.837627
20.0,20,16.848346
32.0,32,16.865535
11.0,11,16.871585
44.0,44,16.898531
15.0,15,16.906731
13.0,13,16.913981
23.0,23,16.926659
23.0,23,16.939542
26.0,26,16.953843
13.0,13,16.961057
16.0,16,16.986112
14.0,14,16.994028
17.0,17,17.019651
14.0,14,17.027426
18.0,18,17.053596
23.0,23,17.094044
12.0,12,17.100804
10.0,10,17.106403
16.0,16,17.135554
11.0,11,17.141665
15.0,15,17.166315
19.0,19,17.193413
11.0,11,17.199658
20.0,20,17.226837
9.0,9,17.232066
8.0,8,17.236551
12.0,12,17.259425
26.0,26,17.273769
17.0,17,17.283098
11.0,11,17.289252
10.0,10,17.2948
32.0,32,17.312477
12.0,12,17.319216
21.0,21,17.330659
13.0,13,17.337885
