#{"t_start": 1707792798.0774782, "env_id": "CartPole-v1"}
r,l,t
32.0,32,5.319092
10.0,10,5.324585
90.0,90,5.408802
30.0,30,5.428911
22.0,22,5.449118
28.0,28,5.468892
11.0,11,5.498171
27.0,27,5.540285
16.0,16,5.557772
12.0,12,5.57099
21.0,21,5.613727
10.0,10,6.366651
15.0,15,6.374862
11.0,11,6.38138
19.0,19,6.396072
10.0,10,6.401805
13.0,13,6.409384
26.0,26,6.42403
20.0,20,6.436323
21.0,21,6.462991
18.0,18,6.484885
9.0,9,6.490022
15.0,15,6.508972
17.0,17,6.530884
16.0,16,6.554966
17.0,17,6.578485
30.0,30,6.616667
27.0,27,6.641416
21.0,21,6.670338
22.0,22,6.694705
12.0,12,6.70774
16.0,16,6.727289
14.0,14,6.744324
25.0,25,6.771236
37.0,37,6.812821
23.0,23,6.835296
10.0,10,6.840865
11.0,11,6.869383
10.0,10,6.87492
13.0,13,6.891493
18.0,18,6.913615
15.0,15,6.921606
10.0,10,6.93377
13.0,13,6.954134
10.0,10,6.968854
14.0,14,6.976468
21.0,21,7.010684
16.0,16,7.036726
18.0,18,7.046266
16.0,16,7.066018
10.0,10,7.073375
14.0,14,7.085814
13.0,13,7.09691
15.0,15,7.112313
38.0,38,7.146887
19.0,19,7.180103
19.0,19,7.198425
11.0,11,7.208677
52.0,52,7.254621
12.0,12,7.263253
16.0,16,7.273082
12.0,12,7.279567
22.0,22,7.291614
10.0,10,7.307975
26.0,26,7.32227
19.0,19,7.332557
9.0,9,7.337428
13.0,13,7.344353
16.0,16,7.361167
13.0,13,7.368229
14.0,14,7.394991
23.0,23,7.407279
30.0,30,7.444803
49.0,49,7.509193
25.0,25,7.55001
16.0,16,7.566964
16.0,16,7.583705
18.0,18,7.609053
33.0,33,7.658491
16.0,16,7.675295
17.0,17,7.686133
13.0,13,7.693981
31.0,31,7.712059
14.0,14,7.720618
20.0,20,7.732826
24.0,24,7.748365
35.0,35,7.769589
32.0,32,7.789393
21.0,21,7.80243
13.0,13,7.810305
13.0,13,7.818305
16.0,16,7.82811
12.0,12,7.835505
27.0,27,7.859599
27.0,27,7.890872
38.0,38,7.922502
17.0,17,7.932492
20.0,20,7.94489
26.0,26,7.960578
15.0,15,7.969449
32.0,32,7.989641
19.0,19,8.008679
22.0,22,8.021687
32.0,32,8.040702
29.0,29,8.058788
39.0,39,8.0819
17.0,17,8.099228
25.0,25,8.116817
17.0,17,8.145625
46.0,46,8.174026
17.0,17,8.184347
11.0,11,8.191178
9.0,9,8.197145
13.0,13,8.205001
41.0,41,8.836603
15.0,15,8.845477
9.0,9,8.850655
16.0,16,8.862165
11.0,11,8.868403
12.0,12,8.875206
22.0,22,8.887545
36.0,36,8.907657
10.0,10,8.913419
16.0,16,8.922676
13.0,13,8.929816
12.0,12,8.936555
18.0,18,8.946878
17.0,17,8.956269
30.0,30,8.973933
10.0,10,8.979888
17.0,17,8.989299
10.0,10,8.994956
15.0,15,9.003664
25.0,25,9.017336
15.0,15,9.025984
25.0,25,9.040082
15.0,15,9.048565
16.0,16,9.057354
20.0,20,9.068783
10.0,10,9.074347
18.0,18,9.096375
14.0,14,9.106326
19.0,19,9.116851
20.0,20,9.128479
9.0,9,9.133679
14.0,14,9.143154
19.0,19,9.154051
10.0,10,9.159423
16.0,16,9.16906
18.0,18,9.179174
19.0,19,9.189891
12.0,12,9.196542
12.0,12,9.203496
13.0,13,9.210654
20.0,20,9.223082
12.0,12,9.229779
13.0,13,9.23713
14.0,14,9.244922
15.0,15,9.253201
13.0,13,9.260317
12.0,12,9.267234
9.0,9,9.272411
10.0,10,9.277979
21.0,21,9.289717
20.0,20,9.300788
14.0,14,9.308771
15.0,15,9.316917
13.0,13,9.324265
11.0,11,9.330529
15.0,15,9.339784
40.0,40,9.373223
13.0,13,9.380588
16.0,16,9.389894
14.0,14,9.397608
15.0,15,9.405873
11.0,11,9.411919
16.0,16,9.420671
18.0,18,9.430562
11.0,11,9.436651
18.0,18,9.446587
30.0,30,9.462564
15.0,15,9.470666
16.0,16,9.481367
36.0,36,9.501307
9.0,9,9.506337
12.0,12,9.51332
10.0,10,9.518716
9.0,9,9.52376
8.0,8,9.528305
12.0,12,9.534856
46.0,46,9.560056
19.0,19,9.570412
9.0,9,9.575403
15.0,15,9.583847
13.0,13,9.600914
27.0,27,9.615714
13.0,13,9.622682
14.0,14,9.630486
37.0,37,9.653196
33.0,33,9.671149
9.0,9,9.676132
11.0,11,9.682115
11.0,11,9.688451
16.0,16,9.696962
17.0,17,9.706477
14.0,14,9.71404
16.0,16,9.722926
23.0,23,9.740865
17.0,17,9.762736
14.0,14,9.774013
14.0,14,9.797747
20.0,20,9.821475
33.0,33,9.854638
30.0,30,9.889874
28.0,28,9.905133
22.0,22,9.916941
12.0,12,9.923531
18.0,18,9.933494
13.0,13,9.940518
20.0,20,9.95143
9.0,9,9.956265
14.0,14,9.965092
21.0,21,9.976575
10.0,10,9.98199
15.0,15,9.990842
26.0,26,10.015581
15.0,15,10.026473
14.0,14,10.049283
19.0,19,10.060061
19.0,19,10.072137
14.0,14,10.079934
14.0,14,10.091334
22.0,22,10.10356
11.0,11,10.109666
18.0,18,10.119643
13.0,13,10.126653
12.0,12,10.134098
28.0,28,10.581522
9.0,9,10.58645
16.0,16,10.595168
31.0,31,10.611637
16.0,16,10.620351
26.0,26,10.633517
17.0,17,10.642946
16.0,16,10.663013
26.0,26,10.676964
16.0,16,10.685434
18.0,18,10.694975
23.0,23,10.707447
16.0,16,10.716229
14.0,14,10.723975
21.0,21,10.736556
19.0,19,10.747059
12.0,12,10.753742
15.0,15,10.761883
28.0,28,10.776865
13.0,13,10.784069
21.0,21,10.795422
57.0,57,10.826645
18.0,18,10.836358
16.0,16,10.844778
15.0,15,10.853064
16.0,16,10.861938
18.0,18,10.871748
14.0,14,10.879357
10.0,10,10.884883
11.0,11,10.892427
28.0,28,10.907701
19.0,19,10.917988
16.0,16,10.926661
26.0,26,10.940832
16.0,16,10.949399
31.0,31,10.966389
10.0,10,10.971837
18.0,18,10.981765
14.0,14,10.989311
26.0,26,11.003072
12.0,12,11.009583
13.0,13,11.016786
13.0,13,11.023912
14.0,14,11.043021
9.0,9,11.048085
27.0,27,11.06291
15.0,15,11.071099
40.0,40,11.092566
19.0,19,11.102982
30.0,30,11.119269
16.0,16,11.128121
11.0,11,11.134049
10.0,10,11.13961
21.0,21,11.151163
13.0,13,11.157628
19.0,19,11.167966
30.0,30,11.185432
10.0,10,11.190866
10.0,10,11.196383
17.0,17,11.20563
27.0,27,11.220325
9.0,9,11.225291
20.0,20,11.236211
18.0,18,11.245845
18.0,18,11.25579
10.0,10,11.261147
17.0,17,11.270441
22.0,22,11.294794
23.0,23,11.319469
25.0,25,11.342657
36.0,36,11.387648
9.0,9,11.392737
10.0,10,11.398204
15.0,15,11.424138
12.0,12,11.430709
13.0,13,11.455405
11.0,11,11.474399
14.0,14,11.48207
17.0,17,11.507652
70.0,70,11.544847
22.0,22,11.556897
21.0,21,11.568139
15.0,15,11.5763
27.0,27,11.595126
15.0,15,11.606948
17.0,17,11.616137
9.0,9,11.621095
19.0,19,11.632891
9.0,9,11.637948
27.0,27,11.665306
10.0,10,11.670621
18.0,18,11.697502
17.0,17,11.714845
32.0,32,11.751508
32.0,32,11.789838
12.0,12,11.818487
27.0,27,11.843953
14.0,14,11.863025
18.0,18,11.884223
14.0,14,11.891719
17.0,17,11.912502
12.0,12,11.93634
34.0,34,11.978424
41.0,41,12.024578
34.0,34,12.054586
13.0,13,12.070183
21.0,21,12.885936
31.0,31,12.902894
35.0,35,12.922029
11.0,11,12.928174
15.0,15,12.936233
18.0,18,12.94599
11.0,11,12.952033
25.0,25,12.965521
53.0,53,12.993967
12.0,12,13.000469
13.0,13,13.007614
31.0,31,13.024685
16.0,16,13.033496
19.0,19,13.043821
11.0,11,13.051232
53.0,53,13.117164
12.0,12,13.134972
15.0,15,13.143044
22.0,22,13.166459
26.0,26,13.191592
15.0,15,13.211093
28.0,28,13.242809
19.0,19,13.264388
33.0,33,13.294092
19.0,19,13.316015
26.0,26,13.343618
16.0,16,13.363648
13.0,13,13.38221
24.0,24,13.409247
21.0,21,13.438654
10.0,10,13.45028
42.0,42,13.498691
40.0,40,13.531876
13.0,13,13.539011
26.0,26,13.564599
31.0,31,13.581273
25.0,25,13.594884
37.0,37,13.615007
17.0,17,13.624584
9.0,9,13.629497
23.0,23,13.642053
11.0,11,13.64835
46.0,46,13.673775
28.0,28,13.700597
22.0,22,13.724185
22.0,22,13.762435
21.0,21,13.787913
11.0,11,13.793946
46.0,46,13.819155
15.0,15,13.82726
10.0,10,13.83285
35.0,35,13.851894
20.0,20,13.862779
9.0,9,13.867853
26.0,26,13.88195
17.0,17,13.891362
12.0,12,13.897919
26.0,26,13.911908
33.0,33,13.954596
14.0,14,13.973635
38.0,38,14.019309
12.0,12,14.026162
25.0,25,14.064569
13.0,13,14.071387
14.0,14,14.091609
32.0,32,14.13359
27.0,27,14.160611
22.0,22,14.172533
17.0,17,14.181886
12.0,12,14.188383
30.0,30,14.204909
20.0,20,14.21591
22.0,22,14.227932
16.0,16,14.251878
13.0,13,14.25904
31.0,31,14.287663
12.0,12,14.295841
22.0,22,14.30822
19.0,19,14.318766
16.0,16,14.338271
56.0,56,14.368876
18.0,18,14.378673
19.0,19,14.388979
14.0,14,14.396528
36.0,36,14.415983
17.0,17,14.425301
19.0,19,14.436468
75.0,75,14.51328
30.0,30,14.546468
17.0,17,15.385586
38.0,38,15.437891
82.0,82,15.531072
11.0,11,15.537137
15.0,15,15.545403
10.0,10,15.567107
10.0,10,15.572603
32.0,32,15.610293
12.0,12,15.621624
15.0,15,15.64126
24.0,24,15.670587
14.0,14,15.678203
14.0,14,15.702071
30.0,30,15.736638
16.0,16,15.761823
22.0,22,15.773861
24.0,24,15.803156
26.0,26,15.833759
10.0,10,15.855582
18.0,18,15.865489
13.0,13,15.888976
13.0,13,15.896111
16.0,16,15.921439
33.0,33,15.955832
16.0,16,15.964551
39.0,39,16.018375
13.0,13,16.025641
16.0,16,16.050746
12.0,12,16.057369
25.0,25,16.085301
16.0,16,16.102633
46.0,46,16.152241
13.0,13,16.181467
11.0,11,16.210448
34.0,34,16.245466
20.0,20,16.264854
10.0,10,16.286431
10.0,10,16.292136
35.0,35,16.327706
15.0,15,16.352202
36.0,36,16.388124
18.0,18,16.398033
38.0,38,16.45121
11.0,11,16.457346
44.0,44,16.513718
39.0,39,16.552966
21.0,21,16.580728
17.0,17,16.590036
24.0,24,16.619354
11.0,11,16.625426
15.0,15,16.649944
14.0,14,16.65776
14.0,14,16.681623
25.0,25,16.711535
13.0,13,16.718681
26.0,26,16.749015
16.0,16,16.774115
22.0,22,16.786182
40.0,40,16.840586
18.0,18,16.866498
15.0,15,16.874912
25.0,25,16.916922
12.0,12,16.923527
10.0,10,16.929105
13.0,13,16.952588
10.0,10,16.958139
19.0,19,16.978247
25.0,25,17.00802
17.0,17,17.017188
14.0,14,17.038969
13.0,13,17.046204
21.0,21,17.088856
30.0,30,17.121922
14.0,14,17.136307
17.0,17,17.145875
18.0,18,17.184802
9.0,9,17.189824
18.0,18,17.207658
11.0,11,17.230658
16.0,16,17.253228
15.0,15,17.26206
50.0,50,17.320202
11.0,11,17.337027
24.0,24,17.378399
29.0,29,17.394476
32.0,32,17.411987
19.0,19,17.423095
45.0,45,17.448815
12.0,12,17.455731
73.0,73,17.509731
44.0,44,17.548221
