#{"t_start": 1707792797.9515615, "env_id": "CartPole-v1"}
r,l,t
17.0,17,6.624547
10.0,10,6.630836
21.0,21,6.658379
32.0,32,6.688225
18.0,18,6.714557
17.0,17,6.723971
28.0,28,6.755233
14.0,14,6.779259
18.0,18,6.805236
11.0,11,6.811409
43.0,43,6.860099
22.0,22,6.888358
12.0,12,6.894935
23.0,23,6.923682
11.0,11,6.929699
35.0,35,6.98168
29.0,29,7.009712
19.0,19,7.020068
17.0,17,7.029419
16.0,16,7.038129
12.0,12,7.044777
40.0,40,7.066467
15.0,15,7.075223
17.0,17,7.084412
16.0,16,7.093247
20.0,20,7.104216
12.0,12,7.110807
32.0,32,7.128284
30.0,30,7.144549
28.0,28,7.159848
14.0,14,7.168174
28.0,28,7.196134
16.0,16,7.204904
37.0,37,7.241575
13.0,13,7.269124
38.0,38,7.314495
16.0,16,7.339916
23.0,23,7.352788
59.0,59,7.396981
18.0,18,7.406806
16.0,16,7.41565
31.0,31,7.432562
38.0,38,7.452895
27.0,27,8.062748
28.0,28,8.078204
31.0,31,8.095351
14.0,14,8.103119
14.0,14,8.127271
14.0,14,8.135025
20.0,20,8.170201
26.0,26,8.200328
75.0,75,8.280055
71.0,71,8.374317
18.0,18,8.394847
10.0,10,8.401092
36.0,36,8.460542
12.0,12,8.467263
25.0,25,8.49722
87.0,87,8.592083
19.0,19,8.603173
19.0,19,8.629943
28.0,28,8.661628
31.0,31,8.696827
12.0,12,8.703327
15.0,15,8.724689
36.0,36,8.773163
18.0,18,8.78312
12.0,12,8.802195
20.0,20,8.813871
14.0,14,8.84567
17.0,17,8.854941
17.0,17,8.880553
18.0,18,8.906697
21.0,21,8.91816
33.0,33,8.960216
25.0,25,8.986576
18.0,18,9.031717
43.0,43,9.071634
48.0,48,9.130009
31.0,31,9.171207
24.0,24,9.200366
13.0,13,9.2075
40.0,40,9.248002
19.0,19,9.274641
20.0,20,9.306775
36.0,36,9.337514
14.0,14,9.345052
47.0,47,9.413987
50.0,50,9.465341
32.0,32,9.494668
15.0,15,9.519128
16.0,16,9.54082
18.0,18,9.550726
24.0,24,9.580019
20.0,20,9.607116
28.0,28,9.646351
44.0,44,9.686312
19.0,19,9.712661
17.0,17,9.721846
35.0,35,9.757013
13.0,13,9.774081
27.0,27,9.804948
65.0,65,9.884319
16.0,16,9.909333
38.0,38,9.93471
40.0,40,9.988904
14.0,14,9.996628
18.0,18,10.006448
20.0,20,10.018383
40.0,40,10.039978
38.0,38,10.060505
16.0,16,10.085311
14.0,14,10.092888
32.0,32,10.11003
23.0,23,10.122555
33.0,33,10.156494
20.0,20,10.179761
11.0,11,10.185887
20.0,20,10.213161
29.0,29,11.148346
11.0,11,11.154549
12.0,12,11.17767
20.0,20,11.188839
32.0,32,11.230571
30.0,30,11.276305
14.0,14,11.284373
30.0,30,11.308121
16.0,16,11.333938
12.0,12,11.356711
26.0,26,11.371166
17.0,17,11.396858
55.0,55,11.461171
19.0,19,11.471569
10.0,10,11.477149
16.0,16,11.485913
18.0,18,11.495775
8.0,8,11.500625
14.0,14,11.508198
17.0,17,11.517683
13.0,13,11.524705
37.0,37,11.545799
25.0,25,11.559371
58.0,58,11.590915
16.0,16,11.599699
18.0,18,11.609461
19.0,19,11.619889
31.0,31,11.637713
11.0,11,11.643817
29.0,29,11.675771
15.0,15,11.714679
27.0,27,11.746528
33.0,33,11.765622
11.0,11,11.771547
17.0,17,11.78095
57.0,57,11.812322
20.0,20,11.834671
42.0,42,11.857801
12.0,12,11.864421
27.0,27,11.893117
32.0,32,11.910766
13.0,13,11.933856
16.0,16,11.942586
11.0,11,11.979563
32.0,32,12.001063
17.0,17,12.010261
17.0,17,12.035829
75.0,75,12.126742
41.0,41,12.183884
29.0,29,12.20583
18.0,18,12.243815
12.0,12,12.251215
20.0,20,12.277079
22.0,22,12.308994
15.0,15,12.317693
35.0,35,12.336367
33.0,33,12.35432
19.0,19,12.364694
12.0,12,12.371127
26.0,26,12.385248
20.0,20,12.397871
11.0,11,12.403884
15.0,15,12.412036
11.0,11,12.418219
21.0,21,12.429743
39.0,39,12.450779
18.0,18,12.46053
21.0,21,12.472009
13.0,13,12.486892
13.0,13,12.51428
19.0,19,12.524701
12.0,12,12.54755
19.0,19,12.557945
13.0,13,12.581175
16.0,16,12.589911
27.0,27,12.621274
24.0,24,12.634318
22.0,22,12.646329
11.0,11,12.652333
16.0,16,12.661142
21.0,21,12.672834
17.0,17,12.682232
19.0,19,12.70394
38.0,38,12.725791
27.0,27,12.741386
14.0,14,12.74954
13.0,13,12.75688
15.0,15,12.765363
19.0,19,12.776737
43.0,43,12.825411
26.0,26,12.839661
31.0,31,12.882871
23.0,23,13.815681
10.0,10,13.821257
26.0,26,13.85406
18.0,18,13.88059
15.0,15,13.888857
11.0,11,13.915413
13.0,13,13.922537
14.0,14,13.947054
11.0,11,13.953165
15.0,15,13.977755
11.0,11,13.983983
13.0,13,13.991179
20.0,20,14.017812
16.0,16,14.026598
11.0,11,14.049053
8.0,8,14.053467
19.0,19,14.080308
18.0,18,14.098555
18.0,18,14.125709
24.0,24,14.158084
19.0,19,14.169233
13.0,13,14.184055
20.0,20,14.204954
24.0,24,14.23609
12.0,12,14.261561
21.0,21,14.273126
13.0,13,14.293719
13.0,13,14.31666
9.0,9,14.321615
17.0,17,14.348724
13.0,13,14.380442
24.0,24,14.394279
15.0,15,14.418828
21.0,21,14.431283
25.0,25,14.445162
28.0,28,14.460618
17.0,17,14.469944
12.0,12,14.476504
15.0,15,14.484436
30.0,30,14.500807
30.0,30,14.517275
18.0,18,14.527204
19.0,19,14.53765
10.0,10,14.543186
10.0,10,14.548628
12.0,12,14.566711
15.0,15,14.591302
18.0,18,14.617164
20.0,20,14.641472
26.0,26,14.655555
22.0,22,14.683819
14.0,14,14.707659
20.0,20,14.71883
11.0,11,14.725095
13.0,13,14.732167
20.0,20,14.742836
16.0,16,14.751539
13.0,13,14.758636
29.0,29,14.774167
9.0,9,14.779033
19.0,19,14.789199
20.0,20,14.799878
23.0,23,14.812194
27.0,27,14.826922
19.0,19,14.838822
13.0,13,14.846036
15.0,15,14.854295
17.0,17,14.879616
12.0,12,14.88624
22.0,22,14.914525
12.0,12,14.928656
18.0,18,14.938622
19.0,19,14.969241
16.0,16,14.994294
11.0,11,15.000293
18.0,18,15.018459
12.0,12,15.025019
17.0,17,15.050558
29.0,29,15.082548
17.0,17,15.091882
13.0,13,15.115061
15.0,15,15.123154
13.0,13,15.150416
13.0,13,15.15734
9.0,9,15.162243
47.0,47,15.189146
16.0,16,15.197912
21.0,21,15.209353
16.0,16,15.218164
15.0,15,15.226412
22.0,22,15.238333
15.0,15,15.246567
20.0,20,15.257545
24.0,24,15.270584
29.0,29,15.286387
19.0,19,15.299027
59.0,59,15.332337
18.0,18,15.343758
16.0,16,15.379316
26.0,26,15.40409
9.0,9,15.42535
19.0,19,15.435806
20.0,20,15.462909
12.0,12,15.485822
12.0,12,15.492515
16.0,16,15.517545
11.0,11,15.523513
48.0,48,15.578989
22.0,22,15.591097
13.0,13,15.614416
20.0,20,15.641566
10.0,10,15.647086
21.0,21,15.675094
13.0,13,15.682339
15.0,15,16.594353
10.0,10,16.599962
27.0,27,16.631324
18.0,18,16.657518
14.0,14,16.665046
12.0,12,16.692045
26.0,26,16.722503
21.0,21,16.734044
9.0,9,16.755429
10.0,10,16.760891
16.0,16,16.785941
15.0,15,16.794197
11.0,11,16.816439
13.0,13,16.823836
20.0,20,16.8511
10.0,10,16.85661
14.0,14,16.880381
10.0,10,16.886054
12.0,12,16.892739
13.0,13,16.916092
11.0,11,16.922227
14.0,14,16.946099
10.0,10,16.951654
16.0,16,16.976464
14.0,14,16.984253
12.0,12,17.008758
10.0,10,17.014399
19.0,19,17.024769
14.0,14,17.032478
11.0,11,17.038559
13.0,13,17.045677
36.0,36,17.06519
14.0,14,17.072961
24.0,24,17.085871
22.0,22,17.097728
9.0,9,17.1034
17.0,17,17.112794
11.0,11,17.118943
20.0,20,17.129763
15.0,15,17.137974
11.0,11,17.144021
14.0,14,17.15172
12.0,12,17.158356
34.0,34,17.17678
24.0,24,17.190504
16.0,16,17.215717
22.0,22,17.243072
11.0,11,17.265481
12.0,12,17.272139
9.0,9,17.277096
19.0,19,17.325681
16.0,16,17.334391
16.0,16,17.343236
11.0,11,17.349281
10.0,10,17.354795
14.0,14,17.362845
9.0,9,17.367775
13.0,13,17.374698
19.0,19,17.385002
12.0,12,17.391524
11.0,11,17.397569
16.0,16,17.406297
13.0,13,17.413309
9.0,9,17.418259
15.0,15,17.426384
10.0,10,17.431817
9.0,9,17.436846
25.0,25,17.450366
14.0,14,17.458068
14.0,14,17.465657
17.0,17,17.474895
17.0,17,17.484146
21.0,21,17.511673
15.0,15,17.519858
21.0,21,17.547483
19.0,19,17.573614
16.0,16,17.582356
16.0,16,17.607252
12.0,12,17.615414
14.0,14,17.635494
9.0,9,17.640328
18.0,18,17.666065
16.0,16,17.674864
