#{"t_start": 1707792797.9921756, "env_id": "CartPole-v1"}
r,l,t
13.0,13,4.889571
26.0,26,4.924498
11.0,11,4.930646
29.0,29,4.971295
19.0,19,4.989327
30.0,30,5.029734
15.0,15,5.038041
14.0,14,5.070338
48.0,48,5.114032
51.0,51,5.170709
14.0,14,5.220941
28.0,28,5.245829
28.0,28,5.277727
21.0,21,5.28956
19.0,19,5.864183
34.0,34,5.925566
27.0,27,5.948202
20.0,20,5.959256
18.0,18,5.985499
34.0,34,6.020596
15.0,15,6.045184
40.0,40,6.100557
12.0,12,6.113967
28.0,28,6.148088
84.0,84,6.235065
17.0,17,6.24449
43.0,43,6.295733
18.0,18,6.320134
15.0,15,6.342887
28.0,28,6.373729
12.0,12,6.381479
14.0,14,6.389245
44.0,44,6.41329
18.0,18,6.423194
22.0,22,6.435496
20.0,20,6.446448
19.0,19,6.45761
19.0,19,6.468092
16.0,16,6.477082
11.0,11,6.483235
27.0,27,6.498117
16.0,16,6.506959
27.0,27,6.521724
32.0,32,6.561222
18.0,18,6.571077
40.0,40,6.61347
13.0,13,6.634374
71.0,71,6.727739
29.0,29,6.801105
12.0,12,6.807791
11.0,11,6.813941
11.0,11,6.819892
14.0,14,6.827396
31.0,31,6.844872
23.0,23,6.857467
20.0,20,6.868384
27.0,27,6.88326
12.0,12,6.889806
19.0,19,6.900393
15.0,15,6.908581
23.0,23,6.922085
26.0,26,6.936486
14.0,14,6.94412
27.0,27,6.958864
11.0,11,6.964873
14.0,14,6.976948
31.0,31,7.008502
16.0,16,7.034201
13.0,13,7.054458
22.0,22,7.074931
31.0,31,7.106521
30.0,30,7.139685
15.0,15,7.15624
21.0,21,7.18549
27.0,27,7.216802
14.0,14,7.234578
15.0,15,7.242758
12.0,12,7.267197
41.0,41,7.317262
14.0,14,7.324686
22.0,22,7.366317
23.0,23,7.378603
13.0,13,7.389968
14.0,14,7.397461
18.0,18,7.433944
37.0,37,7.469544
20.0,20,7.49003
13.0,13,7.517222
16.0,16,7.525978
21.0,21,7.551274
28.0,28,7.591929
14.0,14,7.609119
36.0,36,7.649858
28.0,28,7.683529
14.0,14,7.691225
16.0,16,7.716445
13.0,13,7.723529
32.0,32,7.785531
24.0,24,7.814494
10.0,10,7.82011
19.0,19,7.844068
12.0,12,7.861841
15.0,15,7.882442
15.0,15,7.895911
29.0,29,7.925899
11.0,11,7.949322
20.0,20,8.630743
26.0,26,8.645384
54.0,54,8.685453
20.0,20,8.709749
17.0,17,8.719435
14.0,14,8.735818
21.0,21,8.760703
30.0,30,8.797332
11.0,11,8.803818
26.0,26,8.838254
15.0,15,8.846343
20.0,20,8.87981
17.0,17,8.903695
20.0,20,8.914593
68.0,68,8.995397
18.0,18,9.013758
19.0,19,9.04008
18.0,18,9.064037
13.0,13,9.071477
31.0,31,9.118836
12.0,12,9.12526
23.0,23,9.14597
25.0,25,9.177087
77.0,77,9.263918
28.0,28,9.301473
19.0,19,9.311827
22.0,22,9.342843
14.0,14,9.367561
12.0,12,9.380208
15.0,15,9.388939
11.0,11,9.394816
35.0,35,9.430181
18.0,18,9.458322
22.0,22,9.480192
25.0,25,9.511369
16.0,16,9.5369
16.0,16,9.572674
47.0,47,9.624673
17.0,17,9.646393
13.0,13,9.66769
40.0,40,9.699288
17.0,17,9.725047
16.0,16,9.742389
38.0,38,9.789956
23.0,23,9.818819
37.0,37,9.857746
15.0,15,9.876477
73.0,73,9.963575
26.0,26,9.988258
17.0,17,9.997461
25.0,25,10.028764
16.0,16,10.056677
17.0,17,10.07654
41.0,41,10.110534
21.0,21,10.138227
14.0,14,10.162025
22.0,22,10.190288
17.0,17,10.199404
36.0,36,10.251758
15.0,15,10.261113
44.0,44,10.317554
35.0,35,10.33649
10.0,10,10.342022
21.0,21,10.35332
19.0,19,10.363732
25.0,25,10.377311
33.0,33,10.394986
25.0,25,10.408429
16.0,16,10.417198
34.0,34,10.435398
25.0,25,10.4501
45.0,45,10.47395
29.0,29,10.505762
22.0,22,10.534027
23.0,23,10.573441
12.0,12,10.579881
11.0,11,10.602015
25.0,25,10.631781
23.0,23,10.644374
13.0,13,10.66788
10.0,10,10.67992
27.0,27,10.71256
23.0,23,10.740049
38.0,38,11.529521
43.0,43,11.574948
14.0,14,11.582476
34.0,34,11.633111
18.0,18,11.642894
17.0,17,11.672868
22.0,22,11.694836
52.0,52,11.746578
62.0,62,11.825824
19.0,19,11.853628
35.0,35,11.892901
18.0,18,11.902586
15.0,15,11.910672
18.0,18,11.92032
12.0,12,11.926809
33.0,33,11.944491
25.0,25,11.957625
32.0,32,11.974688
20.0,20,11.985806
20.0,20,11.996892
29.0,29,12.01249
14.0,14,12.020042
20.0,20,12.032028
16.0,16,12.040712
17.0,17,12.049932
19.0,19,12.060248
23.0,23,12.073276
34.0,34,12.091718
26.0,26,12.105808
17.0,17,12.114986
29.0,29,12.13078
14.0,14,12.138504
28.0,28,12.153553
18.0,18,12.174659
21.0,21,12.186051
48.0,48,12.211936
38.0,38,12.232143
17.0,17,12.241382
15.0,15,12.249835
28.0,28,12.265121
20.0,20,12.275826
39.0,39,12.296637
28.0,28,12.311552
11.0,11,12.317439
16.0,16,12.326316
26.0,26,12.356641
19.0,19,12.387929
27.0,27,12.410934
27.0,27,12.441687
28.0,28,12.473788
13.0,13,12.489096
31.0,31,12.506225
22.0,22,12.518073
12.0,12,12.524577
36.0,36,12.543747
19.0,19,12.553965
53.0,53,12.582155
14.0,14,12.589531
46.0,46,12.614101
19.0,19,12.639993
17.0,17,12.649348
30.0,30,12.68193
19.0,19,12.708558
23.0,23,12.72667
58.0,58,12.75822
25.0,25,12.771696
13.0,13,12.778741
16.0,16,12.787376
31.0,31,12.803847
16.0,16,12.812693
26.0,26,12.826704
18.0,18,12.836421
48.0,48,12.889323
14.0,14,12.913257
39.0,39,12.950471
42.0,42,13.005458
25.0,25,13.018946
38.0,38,13.068927
51.0,51,13.123149
53.0,53,13.735641
16.0,16,13.744312
14.0,14,13.768179
13.0,13,13.775256
38.0,38,13.819748
13.0,13,13.827075
17.0,17,13.852382
30.0,30,13.884848
42.0,42,13.92328
19.0,19,13.94547
13.0,13,13.952627
12.0,12,13.974356
17.0,17,13.995531
24.0,24,14.036444
17.0,17,14.046069
12.0,12,14.069512
12.0,12,14.076566
21.0,21,14.113778
14.0,14,14.121422
62.0,62,14.187811
12.0,12,14.210548
12.0,12,14.217042
15.0,15,14.241364
16.0,16,14.250422
10.0,10,14.255886
14.0,14,14.279568
14.0,14,14.286987
15.0,15,14.311305
17.0,17,14.332823
33.0,33,14.368083
14.0,14,14.37557
11.0,11,14.389711
17.0,17,14.398668
15.0,15,14.423098
11.0,11,14.429058
20.0,20,14.456146
18.0,18,14.466068
18.0,18,14.491884
26.0,26,14.505759
12.0,12,14.523308
18.0,18,14.533088
14.0,14,14.540548
16.0,16,14.549129
10.0,10,14.554503
18.0,18,14.564368
14.0,14,14.572236
16.0,16,14.580842
26.0,26,14.59453
15.0,15,14.602603
11.0,11,14.608759
18.0,18,14.618422
35.0,35,14.639411
38.0,38,14.659842
19.0,19,14.669976
14.0,14,14.691353
29.0,29,14.711579
14.0,14,14.736734
24.0,24,14.764865
9.0,9,14.773129
21.0,21,14.800711
22.0,22,14.828896
33.0,33,14.858735
27.0,27,14.907803
39.0,39,14.945142
18.0,18,14.954846
14.0,14,14.97879
9.0,9,15.004648
20.0,20,15.01575
22.0,22,15.043023
32.0,32,15.068459
23.0,23,15.096709
18.0,18,15.127133
37.0,37,15.167493
26.0,26,15.18906
14.0,14,15.212916
23.0,23,15.23877
15.0,15,15.261865
12.0,12,15.268655
16.0,16,15.289959
97.0,97,15.398001
31.0,31,15.432808
34.0,34,15.474499
12.0,12,15.497128
35.0,35,15.550486
26.0,26,15.584737
19.0,19,15.59603
13.0,13,15.603144
44.0,44,15.663727
21.0,21,15.691095
14.0,14,15.698678
17.0,17,15.724176
44.0,44,15.774204
19.0,19,15.786467
23.0,23,15.816376
9.0,9,15.837543
10.0,10,15.843523
14.0,14,16.600318
13.0,13,16.607555
15.0,15,16.632021
16.0,16,16.641078
13.0,13,16.668341
13.0,13,16.675953
11.0,11,16.697398
11.0,11,16.703427
10.0,10,16.709008
11.0,11,16.725296
18.0,18,16.745428
24.0,24,16.782923
15.0,15,16.791259
18.0,18,16.837312
9.0,9,16.842256
17.0,17,16.851406
13.0,13,16.87485
11.0,11,16.880766
13.0,13,16.904038
34.0,34,16.938354
22.0,22,16.966301
20.0,20,16.976959
15.0,15,17.001356
17.0,17,17.010649
10.0,10,17.032403
15.0,15,17.042253
22.0,22,17.070685
14.0,14,17.078182
17.0,17,17.103472
12.0,12,17.109998
20.0,20,17.137079
14.0,14,17.144681
31.0,31,17.177532
16.0,16,17.202491
32.0,32,17.236151
21.0,21,17.26761
14.0,14,17.275203
15.0,15,17.291508
14.0,14,17.299045
12.0,12,17.3217
12.0,12,17.336537
13.0,13,17.351747
12.0,12,17.358443
19.0,19,17.384855
12.0,12,17.391485
37.0,37,17.469989
13.0,13,17.476975
12.0,12,17.48351
19.0,19,17.509948
24.0,24,17.526475
17.0,17,17.552017
14.0,14,17.583765
21.0,21,17.59481
12.0,12,17.617401
22.0,22,17.628966
