#{"t_start": 1707792797.9461837, "env_id": "CartPole-v1"}
r,l,t
31.0,31,3.727959
50.0,50,3.79572
25.0,25,3.809205
19.0,19,3.828525
11.0,11,3.834496
29.0,29,3.84983
23.0,23,3.862065
22.0,22,3.874367
19.0,19,3.903346
19.0,19,3.913454
13.0,13,3.932001
24.0,24,3.960965
17.0,17,3.979936
23.0,23,3.992329
11.0,11,4.014435
21.0,21,4.045945
19.0,19,4.05667
40.0,40,4.110686
36.0,36,4.183456
36.0,36,4.218735
11.0,11,4.224817
14.0,14,4.245157
12.0,12,4.251638
20.0,20,4.939215
22.0,22,4.951572
26.0,26,4.965898
31.0,31,4.982882
27.0,27,4.997644
13.0,13,5.004606
20.0,20,5.015578
24.0,24,5.029523
11.0,11,5.035546
17.0,17,5.045186
17.0,17,5.062901
19.0,19,5.083786
26.0,26,5.114303
16.0,16,5.132691
13.0,13,5.1398
13.0,13,5.163455
22.0,22,5.187614
14.0,14,5.204067
26.0,26,5.228446
21.0,21,5.256023
11.0,11,5.261863
23.0,23,5.290259
19.0,19,5.316645
15.0,15,5.324746
21.0,21,5.352922
12.0,12,5.36745
65.0,65,5.438592
27.0,27,5.46936
26.0,26,5.503503
22.0,22,5.516175
16.0,16,5.541242
21.0,21,5.552826
41.0,41,5.611664
15.0,15,5.634439
15.0,15,5.642616
65.0,65,5.729807
12.0,12,5.73634
14.0,14,5.756041
20.0,20,5.781167
25.0,25,5.807161
11.0,11,5.82069
14.0,14,5.844766
14.0,14,5.869664
22.0,22,5.882185
17.0,17,5.891417
27.0,27,5.905966
20.0,20,5.916912
20.0,20,5.927965
21.0,21,5.939809
16.0,16,5.948758
13.0,13,5.955801
13.0,13,5.963875
88.0,88,6.033785
58.0,58,6.099227
11.0,11,6.105197
11.0,11,6.119777
43.0,43,6.170047
14.0,14,6.186745
53.0,53,6.243246
28.0,28,6.271876
24.0,24,6.316995
10.0,10,6.323096
19.0,19,6.33751
17.0,17,6.346662
16.0,16,6.371488
11.0,11,6.384843
19.0,19,6.395412
23.0,23,6.408134
12.0,12,6.414998
18.0,18,6.424656
12.0,12,6.431683
13.0,13,6.438666
22.0,22,6.450735
18.0,18,6.460178
20.0,20,6.49778
14.0,14,6.505023
14.0,14,6.520707
36.0,36,6.551907
19.0,19,6.578608
17.0,17,6.60421
10.0,10,6.609725
12.0,12,6.616316
8.0,8,6.636964
23.0,23,6.649563
29.0,29,6.698097
45.0,45,6.743835
17.0,17,6.769319
20.0,20,6.780266
21.0,21,6.834775
13.0,13,6.841915
15.0,15,6.86636
32.0,32,6.90014
26.0,26,6.931227
22.0,22,6.959542
52.0,52,7.900553
20.0,20,7.919982
31.0,31,7.953466
27.0,27,7.984618
26.0,26,8.015094
32.0,32,8.049027
34.0,34,8.099555
26.0,26,8.131304
10.0,10,8.136937
11.0,11,8.159416
20.0,20,8.170383
50.0,50,8.230568
42.0,42,8.278332
11.0,11,8.292758
21.0,21,8.328823
39.0,39,8.366297
27.0,27,8.398436
43.0,43,8.454071
10.0,10,8.459758
36.0,36,8.496002
17.0,17,8.50543
38.0,38,8.550501
18.0,18,8.576643
19.0,19,8.603122
21.0,21,8.614622
17.0,17,8.640971
23.0,23,8.66979
30.0,30,8.702377
21.0,21,8.729952
17.0,17,8.739466
50.0,50,8.799365
37.0,37,8.835899
41.0,41,8.920499
23.0,23,8.949491
18.0,18,8.959335
25.0,25,8.989388
18.0,18,9.015562
10.0,10,9.021122
12.0,12,9.044563
24.0,24,9.073839
24.0,24,9.08718
28.0,28,9.118845
12.0,12,9.141665
24.0,24,9.171111
13.0,13,9.178287
53.0,53,9.239559
14.0,14,9.247299
13.0,13,9.265762
13.0,13,9.277673
27.0,27,9.297478
31.0,31,9.316636
20.0,20,9.329064
34.0,34,9.348871
13.0,13,9.357023
52.0,52,9.388272
12.0,12,9.395861
12.0,12,9.403169
17.0,17,9.413112
30.0,30,9.431552
14.0,14,9.440066
15.0,15,9.450674
29.0,29,9.467922
29.0,29,9.485458
27.0,27,9.502459
26.0,26,9.518253
19.0,19,9.529438
15.0,15,9.537709
15.0,15,9.54591
12.0,12,9.552491
12.0,12,9.559157
65.0,65,9.594903
16.0,16,9.603568
14.0,14,9.610955
29.0,29,9.6269
10.0,10,9.632478
40.0,40,9.654083
96.0,96,9.716757
15.0,15,9.728347
28.0,28,9.743792
26.0,26,9.757975
48.0,48,10.524857
25.0,25,10.538563
62.0,62,10.572664
22.0,22,10.58525
16.0,16,10.595269
15.0,15,10.603674
19.0,19,10.615042
28.0,28,10.630428
13.0,13,10.637761
15.0,15,10.645797
45.0,45,10.670582
23.0,23,10.685412
45.0,45,10.717458
18.0,18,10.736212
25.0,25,10.77252
18.0,18,10.799121
50.0,50,10.860516
32.0,32,10.894162
16.0,16,10.919074
15.0,15,10.927179
15.0,15,10.951569
16.0,16,10.980607
14.0,14,10.988293
20.0,20,11.015529
13.0,13,11.031502
28.0,28,11.064068
15.0,15,11.072232
49.0,49,11.131114
18.0,18,11.140852
41.0,41,11.203433
18.0,18,11.213205
15.0,15,11.234501
38.0,38,11.305465
40.0,40,11.343188
37.0,37,11.39571
59.0,59,11.459073
22.0,22,11.487232
12.0,12,11.493798
12.0,12,11.500261
14.0,14,11.524142
10.0,10,11.529567
31.0,31,11.577837
16.0,16,11.586841
31.0,31,11.619941
12.0,12,11.647917
12.0,12,11.654433
18.0,18,11.680448
28.0,28,11.711849
11.0,11,11.717906
23.0,23,11.736082
38.0,38,11.772922
16.0,16,11.797853
21.0,21,11.809392
22.0,22,11.852751
18.0,18,11.879469
14.0,14,11.88705
18.0,18,11.91301
17.0,17,11.922243
32.0,32,11.945142
35.0,35,11.996624
20.0,20,12.007515
25.0,25,12.052073
12.0,12,12.058625
18.0,18,12.084587
19.0,19,12.111249
20.0,20,12.121945
34.0,34,12.162571
50.0,50,12.224269
15.0,15,12.247095
29.0,29,12.278993
13.0,13,12.286327
25.0,25,12.316142
22.0,22,12.333993
44.0,44,12.382342
13.0,13,12.405788
13.0,13,12.437593
34.0,34,12.472485
32.0,32,12.505968
22.0,22,12.538243
28.0,28,12.569814
18.0,18,12.595909
24.0,24,12.609089
26.0,26,12.639588
16.0,16,12.664559
23.0,23,12.676888
24.0,24,13.466217
19.0,19,13.476625
38.0,38,13.521866
11.0,11,13.527936
19.0,19,13.554694
13.0,13,13.561929
116.0,116,13.657653
14.0,14,13.665383
57.0,57,13.696311
44.0,44,13.720182
17.0,17,13.729571
41.0,41,13.751872
18.0,18,13.761788
11.0,11,13.767819
15.0,15,13.776106
24.0,24,13.789202
19.0,19,13.815976
34.0,34,13.850777
16.0,16,13.881703
19.0,19,13.908418
23.0,23,13.920936
53.0,53,13.949567
19.0,19,13.959962
23.0,23,13.972474
13.0,13,13.979498
29.0,29,13.99535
16.0,16,14.005026
19.0,19,14.015466
11.0,11,14.032149
13.0,13,14.039437
30.0,30,14.057879
15.0,15,14.066009
29.0,29,14.081916
14.0,14,14.089654
15.0,15,14.097896
38.0,38,14.135535
26.0,26,14.166408
32.0,32,14.204271
30.0,30,14.236879
16.0,16,14.261933
12.0,12,14.268481
31.0,31,14.285208
62.0,62,14.320411
17.0,17,14.329664
16.0,16,14.33835
15.0,15,14.346474
18.0,18,14.356337
67.0,67,14.392861
28.0,28,14.408441
80.0,80,14.484481
51.0,51,14.546661
48.0,48,14.589028
21.0,21,14.612725
40.0,40,14.645598
20.0,20,14.672755
23.0,23,14.701521
53.0,53,14.762929
80.0,80,14.846429
18.0,18,14.868454
13.0,13,14.875524
19.0,19,14.901995
20.0,20,14.958758
23.0,23,14.987672
41.0,41,15.026045
20.0,20,15.036919
16.0,16,15.045508
53.0,53,15.074237
11.0,11,15.080263
14.0,14,15.087919
27.0,27,15.102664
18.0,18,15.112463
36.0,36,15.131761
26.0,26,16.031935
24.0,24,16.045076
44.0,44,16.101756
28.0,28,16.133342
38.0,38,16.18314
32.0,32,16.216846
65.0,65,16.276958
85.0,85,16.377306
16.0,16,16.406308
33.0,33,16.440691
33.0,33,16.475031
17.0,17,16.500697
31.0,31,16.534152
41.0,41,16.57282
24.0,24,16.60205
41.0,41,16.641113
12.0,12,16.647752
8.0,8,16.668445
51.0,51,16.729782
23.0,23,16.758577
23.0,23,16.787393
15.0,15,16.795668
33.0,33,16.864921
16.0,16,16.88985
28.0,28,16.92147
29.0,29,16.953682
18.0,18,16.963569
28.0,28,16.99483
23.0,23,17.023608
55.0,55,17.090144
19.0,19,17.116764
36.0,36,17.156551
40.0,40,17.196148
20.0,20,17.207031
12.0,12,17.213546
23.0,23,17.226103
27.0,27,17.240946
17.0,17,17.250109
42.0,42,17.272897
47.0,47,17.29862
65.0,65,17.333775
14.0,14,17.3414
12.0,12,17.348071
21.0,21,17.377205
46.0,46,17.435026
17.0,17,17.444395
31.0,31,17.477559
30.0,30,17.510241
40.0,40,17.561061
18.0,18,17.570938
24.0,24,17.600206
19.0,19,17.626608
17.0,17,17.635782
11.0,11,17.641835
29.0,29,17.657451
16.0,16,17.666093
38.0,38,17.687792
