#{"t_start": 1707792797.9583106, "env_id": "CartPole-v1"}
r,l,t
11.0,11,6.275641
41.0,41,6.330682
8.0,8,6.335143
21.0,21,6.362998
15.0,15,6.371255
27.0,27,6.406267
32.0,32,6.44008
14.0,14,6.464172
24.0,24,6.477296
26.0,26,6.50906
34.0,34,6.562576
11.0,11,6.568681
10.0,10,6.587407
12.0,12,6.593981
18.0,18,6.619908
13.0,13,6.627139
13.0,13,6.676265
19.0,19,6.702821
13.0,13,6.710352
13.0,13,6.717935
14.0,14,6.725498
12.0,12,6.73212
18.0,18,6.741942
14.0,14,6.749688
29.0,29,6.765641
13.0,13,6.772655
14.0,14,6.780163
14.0,14,6.787839
22.0,22,6.799901
19.0,19,6.810638
27.0,27,6.825533
18.0,18,6.836153
11.0,11,6.842204
15.0,15,6.863305
26.0,26,6.884728
39.0,39,6.928729
18.0,18,6.9528
16.0,16,6.974681
15.0,15,6.982906
11.0,11,6.999731
15.0,15,7.007995
29.0,29,7.043979
16.0,16,7.065651
10.0,10,7.071247
24.0,24,7.109837
15.0,15,7.118243
11.0,11,7.124248
20.0,20,7.154745
19.0,19,7.173558
24.0,24,7.21077
11.0,11,7.21691
36.0,36,7.253231
14.0,14,7.277373
23.0,23,7.290367
19.0,19,7.317172
14.0,14,7.326248
21.0,21,7.3571
20.0,20,7.382588
20.0,20,7.407258
21.0,21,7.424695
14.0,14,7.448807
14.0,14,7.464864
24.0,24,7.492231
9.0,9,7.497305
14.0,14,7.505065
30.0,30,7.557788
13.0,13,7.56512
31.0,31,7.592709
19.0,19,7.621476
19.0,19,7.652319
28.0,28,7.702995
17.0,17,7.730092
12.0,12,7.736935
41.0,41,7.782807
13.0,13,7.790056
15.0,15,7.798455
30.0,30,7.815113
16.0,16,8.452713
20.0,20,8.480152
11.0,11,8.501403
18.0,18,8.511403
14.0,14,8.535442
11.0,11,8.541604
33.0,33,8.573189
18.0,18,8.583179
11.0,11,8.589334
10.0,10,8.594853
28.0,28,8.610158
17.0,17,8.619414
19.0,19,8.629832
18.0,18,8.640562
29.0,29,8.65656
14.0,14,8.664102
20.0,20,8.675006
19.0,19,8.685364
16.0,16,8.694635
17.0,17,8.713783
15.0,15,8.735579
15.0,15,8.759708
42.0,42,8.803748
17.0,17,8.823113
30.0,30,8.859949
23.0,23,8.88556
12.0,12,8.892109
14.0,14,8.909366
17.0,17,8.928213
11.0,11,8.952116
10.0,10,8.9576
24.0,24,8.989001
11.0,11,8.994985
32.0,32,9.032668
11.0,11,9.051723
16.0,16,9.060322
12.0,12,9.085218
11.0,11,9.091136
38.0,38,9.134471
17.0,17,9.143564
11.0,11,9.163146
18.0,18,9.186512
20.0,20,9.205115
28.0,28,9.250499
27.0,27,9.265184
20.0,20,9.279975
19.0,19,9.327509
11.0,11,9.353338
16.0,16,9.361942
25.0,25,9.392138
12.0,12,9.398615
35.0,35,9.445151
11.0,11,9.467668
12.0,12,9.474182
12.0,12,9.480236
16.0,16,9.5032
15.0,15,9.521259
10.0,10,9.526513
26.0,26,9.557648
11.0,11,9.563633
28.0,28,9.592388
14.0,14,9.614018
27.0,27,9.646868
9.0,9,9.663344
12.0,12,9.673757
14.0,14,9.691091
31.0,31,9.734835
10.0,10,9.740191
15.0,15,9.748115
10.0,10,9.76676
13.0,13,9.787531
15.0,15,9.795683
17.0,17,9.812124
10.0,10,9.83392
12.0,12,9.840804
18.0,18,9.866648
10.0,10,9.872496
18.0,18,9.882183
17.0,17,9.905412
14.0,14,9.926543
18.0,18,9.948036
14.0,14,9.960254
16.0,16,9.987231
11.0,11,9.993268
14.0,14,10.012537
15.0,15,10.037298
11.0,11,10.043348
10.0,10,10.048715
21.0,21,10.075228
11.0,11,10.081179
10.0,10,10.100274
13.0,13,10.107625
12.0,12,10.124224
19.0,19,10.134646
12.0,12,10.141151
35.0,35,10.160247
28.0,28,10.17555
15.0,15,10.183646
14.0,14,10.19161
16.0,16,10.200199
15.0,15,10.218344
15.0,15,10.251905
14.0,14,10.259519
45.0,45,10.318111
14.0,14,10.325971
18.0,18,10.348906
17.0,17,10.374533
15.0,15,10.393872
24.0,24,10.439129
16.0,16,10.447829
11.0,11,10.462177
13.0,13,10.469343
15.0,15,10.493521
30.0,30,10.538074
20.0,20,10.549609
10.0,10,10.571486
15.0,15,10.579777
12.0,12,10.602548
26.0,26,11.404866
12.0,12,11.411491
19.0,19,11.421817
43.0,43,11.445158
11.0,11,11.451119
17.0,17,11.46482
21.0,21,11.476279
17.0,17,11.50172
17.0,17,11.524531
21.0,21,11.535999
34.0,34,11.586966
16.0,16,11.595684
18.0,18,11.621722
11.0,11,11.642742
9.0,9,11.647712
10.0,10,11.65315
14.0,14,11.67853
10.0,10,11.684016
12.0,12,11.69631
10.0,10,11.701826
13.0,13,11.726324
11.0,11,11.732296
10.0,10,11.761907
15.0,15,11.770312
9.0,9,11.775269
10.0,10,11.797095
8.0,8,11.801588
11.0,11,11.807536
19.0,19,11.831565
13.0,13,11.854838
10.0,10,11.860361
18.0,18,11.870181
13.0,13,11.877226
26.0,26,11.891378
8.0,8,11.895849
11.0,11,11.901852
14.0,14,11.909308
11.0,11,11.91531
11.0,11,11.921367
15.0,15,11.930825
42.0,42,11.953518
11.0,11,11.959345
15.0,15,11.967501
27.0,27,11.982063
19.0,19,12.008468
13.0,13,12.015457
15.0,15,12.039933
9.0,9,12.044876
16.0,16,12.069704
11.0,11,12.075905
14.0,14,12.083595
31.0,31,12.133919
16.0,16,12.155045
14.0,14,12.162798
11.0,11,12.168971
10.0,10,12.17442
18.0,18,12.184171
15.0,15,12.19222
25.0,25,12.205729
34.0,34,12.224075
14.0,14,12.231737
9.0,9,12.236598
47.0,47,12.261734
9.0,9,12.266624
19.0,19,12.276895
13.0,13,12.288709
16.0,16,12.297512
26.0,26,12.311489
14.0,14,12.330415
12.0,12,12.336974
12.0,12,12.359887
14.0,14,12.367494
9.0,9,12.372478
14.0,14,12.404493
12.0,12,12.41093
15.0,15,12.429349
11.0,11,12.435398
12.0,12,12.4582
8.0,8,12.462564
13.0,13,12.469387
14.0,14,12.476879
16.0,16,12.485557
16.0,16,12.494303
11.0,11,12.500087
10.0,10,12.505593
17.0,17,12.514691
16.0,16,12.523325
33.0,33,12.541342
11.0,11,12.547401
19.0,19,12.558874
14.0,14,12.566628
12.0,12,12.573145
17.0,17,12.582382
10.0,10,12.587867
17.0,17,12.597012
13.0,13,12.604112
13.0,13,12.611112
10.0,10,12.626948
25.0,25,12.656751
18.0,18,12.666627
10.0,10,12.688422
20.0,20,12.69938
15.0,15,12.719041
20.0,20,12.734077
10.0,10,12.763783
9.0,9,12.768751
12.0,12,12.77527
14.0,14,12.79493
39.0,39,12.84556
18.0,18,12.86859
10.0,10,12.886958
16.0,16,12.896193
9.0,9,12.901102
26.0,26,12.936497
20.0,20,12.982568
15.0,15,13.007495
24.0,24,13.020565
13.0,13,13.044393
14.0,14,13.052091
12.0,12,13.07507
19.0,19,13.085252
15.0,15,13.109869
9.0,9,13.114774
30.0,30,13.14745
10.0,10,13.152955
16.0,16,13.178048
10.0,10,13.183511
12.0,12,13.210666
11.0,11,13.217351
32.0,32,14.150036
17.0,17,14.185143
15.0,15,14.20665
11.0,11,14.213047
14.0,14,14.220674
14.0,14,14.242299
14.0,14,14.249975
14.0,14,14.274025
12.0,12,14.280572
13.0,13,14.296808
16.0,16,14.330285
31.0,31,14.36184
36.0,36,14.381808
9.0,9,14.38697
12.0,12,14.393858
13.0,13,14.401071
20.0,20,14.412086
13.0,13,14.419321
11.0,11,14.426894
10.0,10,14.432522
10.0,10,14.438225
11.0,11,14.444459
22.0,22,14.456305
18.0,18,14.466217
16.0,16,14.475084
12.0,12,14.481645
16.0,16,14.490195
12.0,12,14.496865
10.0,10,14.502321
14.0,14,14.510061
16.0,16,14.518825
12.0,12,14.525564
12.0,12,14.532073
14.0,14,14.539703
12.0,12,14.546363
11.0,11,14.552432
12.0,12,14.591374
11.0,11,14.597454
17.0,17,14.60864
14.0,14,14.617475
9.0,9,14.638831
15.0,15,14.660537
12.0,12,14.667129
12.0,12,14.678367
11.0,11,14.684399
12.0,12,14.710372
11.0,11,14.729106
13.0,13,14.736166
14.0,14,14.760106
10.0,10,14.765585
21.0,21,14.793074
12.0,12,14.799704
11.0,11,14.80572
15.0,15,14.829865
24.0,24,14.890826
13.0,13,14.898046
16.0,16,14.908832
10.0,10,14.914244
11.0,11,14.920316
26.0,26,14.974709
32.0,32,14.996517
11.0,11,15.002499
22.0,22,15.030501
19.0,19,15.057068
15.0,15,15.078646
13.0,13,15.085702
12.0,12,15.110537
9.0,9,15.11538
18.0,18,15.128076
17.0,17,15.137275
13.0,13,15.1607
8.0,8,15.165018
14.0,14,15.172739
9.0,9,15.206431
10.0,10,15.212234
13.0,13,15.219433
10.0,10,15.243376
12.0,12,15.249898
10.0,10,15.255332
13.0,13,15.278647
29.0,29,15.306207
26.0,26,15.335997
13.0,13,15.360079
11.0,11,15.366078
11.0,11,15.372038
11.0,11,15.396883
15.0,15,15.404938
22.0,22,15.444345
9.0,9,15.44929
35.0,35,15.484318
12.0,12,15.509554
11.0,11,15.51557
11.0,11,15.537559
13.0,13,15.545053
9.0,9,15.549973
9.0,9,15.575284
14.0,14,15.582998
13.0,13,15.592142
17.0,17,15.614701
21.0,21,15.637397
10.0,10,15.65315
13.0,13,15.662334
11.0,11,15.677373
14.0,14,15.684811
11.0,11,15.704616
12.0,12,15.720978
17.0,17,15.740213
17.0,17,15.761356
11.0,11,15.767332
12.0,12,15.793468
14.0,14,15.801105
14.0,14,15.826103
17.0,17,15.845272
12.0,12,15.851891
16.0,16,15.878918
9.0,9,15.884253
12.0,12,15.890734
10.0,10,15.913992
16.0,16,15.928277
12.0,12,15.946493
15.0,15,15.96286
12.0,12,15.969577
13.0,13,15.993615
11.0,11,16.013427
9.0,9,16.041518
12.0,12,16.057473
11.0,11,16.076278
26.0,26,16.105359
13.0,13,16.126536
11.0,11,16.133085
17.0,17,16.147635
16.0,16,16.156384
15.0,15,16.195764
11.0,11,16.201819
19.0,19,16.221629
14.0,14,16.242064
20.0,20,16.261262
12.0,12,16.276277
10.0,10,16.292991
9.0,9,16.298047
13.0,13,16.312485
14.0,14,16.329194
13.0,13,16.348976
15.0,15,16.357117
11.0,11,17.281499
16.0,16,17.313576
16.0,16,17.322438
12.0,12,17.339262
16.0,16,17.348412
15.0,15,17.356587
9.0,9,17.390871
10.0,10,17.396558
10.0,10,17.402025
11.0,11,17.408086
14.0,14,17.444052
11.0,11,17.450049
10.0,10,17.455482
10.0,10,17.463002
12.0,12,17.469619
10.0,10,17.491461
14.0,14,17.501604
13.0,13,17.508691
9.0,9,17.530027
11.0,11,17.536012
13.0,13,17.561348
11.0,11,17.567452
10.0,10,17.572865
9.0,9,17.59408
10.0,10,17.599488
10.0,10,17.604904
12.0,12,17.6291
10.0,10,17.634559
10.0,10,17.639979
11.0,11,17.662396
