 ;pred_rewards_model_0;pred_rewards_model_1;pred_rewards_model_2;pred_rewards_model_3;pred_rewards_model_4;pred_rewards_model_5;pred_rewards_model_6;pred_rewards_model_7;pred_rewards_model_8;pred_rewards_model_9;pred_rewards_model_10;pred_rewards_model_11;pred_rewards_model_12;pred_rewards_model_13;pred_rewards_model_14;pred_rewards_model_15;pred_rewards_model_16;pred_rewards_model_17;pred_rewards_model_18;pred_rewards_model_19
;-125.51207109999999;-125.51207109999999;-125.51207109999999;-125.21175309999998;-125.51207109999999;-414.0786087;-126.29133029999998;-529.3006815000001;-125.51207109999999;-125.51207109999999;-125.51207109999999;-124.17024829999998;-123.60045619999998;-125.51207109999999;-120.250014;-125.51207109999999;-125.6400401;-125.51207109999999;-118.66983870000001;-125.51207109999999
