#{"t_start": 1707792798.0733852, "env_id": "CartPole-v1"}
r,l,t
49.0,49,4.374851
26.0,26,4.405467
23.0,23,4.437228
21.0,21,4.450337
32.0,32,4.468665
31.0,31,4.486966
28.0,28,4.507863
24.0,24,4.521091
31.0,31,4.538188
14.0,14,4.547717
17.0,17,4.557174
10.0,10,4.562769
19.0,19,4.57431
13.0,13,4.581468
40.0,40,4.63098
13.0,13,4.639701
43.0,43,4.673523
24.0,24,4.68912
20.0,20,4.707455
23.0,23,4.722659
12.0,12,4.730486
10.0,10,4.736712
11.0,11,4.742885
19.0,19,4.7713
72.0,72,4.851407
22.0,22,4.879584
12.0,12,4.886162
12.0,12,4.905595
13.0,13,4.913245
18.0,18,4.939349
15.0,15,4.947599
50.0,50,4.97482
17.0,17,4.987738
13.0,13,4.995132
15.0,15,5.015115
45.0,45,5.039726
21.0,21,5.051699
11.0,11,5.05804
22.0,22,5.826357
21.0,21,5.837806
51.0,51,5.904853
71.0,71,5.976614
12.0,12,5.983212
59.0,59,6.048866
41.0,41,6.106464
12.0,12,6.113043
35.0,35,6.145917
24.0,24,6.191376
16.0,16,6.205917
11.0,11,6.211902
13.0,13,6.235325
27.0,27,6.262142
30.0,30,6.301613
21.0,21,6.327677
10.0,10,6.337092
16.0,16,6.361078
22.0,22,6.389588
19.0,19,6.405931
31.0,31,6.434131
47.0,47,6.495625
34.0,34,6.540618
13.0,13,6.551491
18.0,18,6.575917
18.0,18,6.586494
24.0,24,6.603611
17.0,17,6.616355
12.0,12,6.623137
23.0,23,6.638378
55.0,55,6.67135
18.0,18,6.682982
22.0,22,6.696976
18.0,18,6.716797
41.0,41,6.814763
29.0,29,6.851413
51.0,51,6.895142
26.0,26,6.909112
33.0,33,6.926727
21.0,21,6.938008
25.0,25,6.951334
16.0,16,6.959937
41.0,41,6.982236
14.0,14,6.989907
12.0,12,6.996405
17.0,17,7.006571
21.0,21,7.01777
10.0,10,7.023124
31.0,31,7.039893
9.0,9,7.044789
9.0,9,7.050187
15.0,15,7.058194
23.0,23,7.086801
21.0,21,7.107827
16.0,16,7.128058
34.0,34,7.1468
34.0,34,7.165594
30.0,30,7.186535
22.0,22,7.199273
29.0,29,7.215837
19.0,19,7.226134
15.0,15,7.234427
12.0,12,7.241923
36.0,36,7.261524
14.0,14,7.276163
38.0,38,7.326995
11.0,11,7.332986
42.0,42,7.379258
20.0,20,7.406581
28.0,28,7.438213
11.0,11,7.444297
17.0,17,7.470129
36.0,36,7.519868
17.0,17,7.529385
18.0,18,7.556997
9.0,9,7.562045
18.0,18,7.588255
33.0,33,7.626338
15.0,15,7.645807
22.0,22,7.657868
24.0,24,7.670948
14.0,14,7.678708
31.0,31,7.695637
25.0,25,7.709385
21.0,21,8.42577
17.0,17,8.451382
53.0,53,8.496511
65.0,65,8.588519
15.0,15,8.596943
40.0,40,8.642128
29.0,29,8.67405
18.0,18,8.699983
23.0,23,8.712415
44.0,44,8.770114
19.0,19,8.780539
14.0,14,8.804446
39.0,39,8.85047
21.0,21,8.878118
21.0,21,8.889529
23.0,23,8.922894
18.0,18,8.932545
17.0,17,8.957998
11.0,11,8.963967
13.0,13,8.98724
26.0,26,9.021662
15.0,15,9.029827
56.0,56,9.093793
38.0,38,9.140814
11.0,11,9.146914
10.0,10,9.164717
21.0,21,9.178489
20.0,20,9.209466
19.0,19,9.236569
13.0,13,9.258861
64.0,64,9.322067
11.0,11,9.328168
15.0,15,9.348483
17.0,17,9.357617
13.0,13,9.381918
23.0,23,9.437064
17.0,17,9.446353
37.0,37,9.498753
51.0,51,9.54268
36.0,36,9.578536
46.0,46,9.639634
12.0,12,9.646175
10.0,10,9.668097
27.0,27,9.698853
38.0,38,9.719241
16.0,16,9.744267
14.0,14,9.751817
39.0,39,9.805331
19.0,19,9.831704
22.0,22,9.85189
35.0,35,9.883541
14.0,14,9.905192
27.0,27,9.933404
18.0,18,9.968534
18.0,18,9.979424
19.0,19,10.008157
13.0,13,10.015293
15.0,15,10.039768
15.0,15,10.04803
34.0,34,10.093566
14.0,14,10.101649
21.0,21,10.12909
16.0,16,10.154068
32.0,32,10.191664
29.0,29,10.218886
57.0,57,10.291633
44.0,44,10.340643
13.0,13,10.364026
15.0,15,10.372289
28.0,28,10.403687
16.0,16,10.412476
11.0,11,10.418511
18.0,18,10.444618
33.0,33,10.478825
40.0,40,10.559981
20.0,20,10.587401
56.0,56,10.633751
32.0,32,10.66746
30.0,30,10.708107
16.0,16,10.716842
24.0,24,10.746092
14.0,14,11.521204
16.0,16,11.541475
36.0,36,11.58377
33.0,33,11.625188
50.0,50,11.660218
27.0,27,11.674714
30.0,30,11.691659
36.0,36,11.711346
14.0,14,11.718884
13.0,13,11.726079
20.0,20,11.736893
14.0,14,11.744515
73.0,73,11.784197
24.0,24,11.809936
30.0,30,11.852278
26.0,26,11.878829
24.0,24,11.904504
27.0,27,11.932091
24.0,24,11.96418
44.0,44,12.012529
26.0,26,12.039937
25.0,25,12.065158
23.0,23,12.096236
14.0,14,12.117333
16.0,16,12.125961
64.0,64,12.194758
27.0,27,12.234538
13.0,13,12.241742
16.0,16,12.250611
101.0,101,12.324278
41.0,41,12.346712
12.0,12,12.353328
35.0,35,12.372531
45.0,45,12.397288
16.0,16,12.406094
14.0,14,12.425375
13.0,13,12.443932
50.0,50,12.497153
69.0,69,12.592497
12.0,12,12.613461
43.0,43,12.668156
20.0,20,12.691588
27.0,27,12.7148
21.0,21,12.742435
30.0,30,12.764926
21.0,21,12.78499
21.0,21,12.799514
30.0,30,12.817166
28.0,28,12.834802
16.0,16,12.844281
39.0,39,12.867418
26.0,26,12.892083
20.0,20,12.918871
14.0,14,12.935343
15.0,15,12.951701
45.0,45,13.007988
45.0,45,13.057968
19.0,19,13.071224
12.0,12,13.078877
34.0,34,13.123577
30.0,30,13.181589
25.0,25,13.220501
43.0,43,13.282103
24.0,24,13.297692
36.0,36,13.330523
22.0,22,13.345572
39.0,39,13.380023
23.0,23,13.398009
13.0,13,13.409059
16.0,16,13.423766
31.0,31,13.446603
13.0,13,13.45883
31.0,31,14.278672
40.0,40,14.326251
24.0,24,14.341191
23.0,23,14.36989
18.0,18,14.394018
14.0,14,14.401673
38.0,38,14.452587
29.0,29,14.483521
23.0,23,14.520772
25.0,25,14.541635
18.0,18,14.562939
35.0,35,14.603581
30.0,30,14.634958
45.0,45,14.691641
21.0,21,14.714495
9.0,9,14.719621
24.0,24,14.747108
11.0,11,14.769313
13.0,13,14.776335
16.0,16,14.792006
60.0,60,14.861713
24.0,24,14.887517
17.0,17,14.909244
34.0,34,14.940431
38.0,38,14.960991
28.0,28,14.976269
12.0,12,14.984283
20.0,20,14.995177
19.0,19,15.005352
14.0,14,15.013262
16.0,16,15.022007
45.0,45,15.074777
15.0,15,15.083256
12.0,12,15.089937
17.0,17,15.09963
14.0,14,15.107471
43.0,43,15.13088
22.0,22,15.142944
14.0,14,15.150668
9.0,9,15.155609
17.0,17,15.164625
15.0,15,15.173061
31.0,31,15.190887
29.0,29,15.20971
22.0,22,15.222112
25.0,25,15.235973
8.0,8,15.240656
9.0,9,15.245665
11.0,11,15.25169
15.0,15,15.260018
12.0,12,15.26676
20.0,20,15.277723
17.0,17,15.287081
40.0,40,15.308895
31.0,31,15.325972
16.0,16,15.334833
45.0,45,15.359547
24.0,24,15.374589
22.0,22,15.386616
24.0,24,15.399618
13.0,13,15.406704
14.0,14,15.414374
31.0,31,15.431413
13.0,13,15.438668
33.0,33,15.456921
12.0,12,15.463653
14.0,14,15.471338
20.0,20,15.482199
27.0,27,15.497151
63.0,63,15.531249
52.0,52,15.561121
37.0,37,15.581252
13.0,13,15.588469
18.0,18,15.59833
14.0,14,15.606127
17.0,17,15.62631
17.0,17,15.636107
20.0,20,15.647236
16.0,16,15.656014
30.0,30,15.672494
22.0,22,15.68463
75.0,75,15.725451
29.0,29,15.741741
26.0,26,15.7563
16.0,16,15.765434
32.0,32,16.593411
14.0,14,16.613669
12.0,12,16.620272
22.0,22,16.649582
89.0,89,16.732284
15.0,15,16.741049
23.0,23,16.753669
46.0,46,16.778652
34.0,34,16.797203
25.0,25,16.810768
39.0,39,16.831869
26.0,26,16.846039
28.0,28,16.861563
25.0,25,16.87517
14.0,14,16.882708
17.0,17,16.891787
17.0,17,16.900823
28.0,28,16.917342
15.0,15,16.925762
14.0,14,16.933373
22.0,22,16.945565
14.0,14,16.953648
16.0,16,16.962628
15.0,15,16.970972
26.0,26,16.985201
11.0,11,16.991237
22.0,22,17.003295
23.0,23,17.015934
14.0,14,17.023668
11.0,11,17.02975
25.0,25,17.043344
10.0,10,17.05984
21.0,21,17.071621
14.0,14,17.079391
10.0,10,17.084831
18.0,18,17.094613
13.0,13,17.102004
23.0,23,17.114539
13.0,13,17.121731
23.0,23,17.134374
19.0,19,17.147614
40.0,40,17.194582
12.0,12,17.201125
41.0,41,17.248259
26.0,26,17.291248
24.0,24,17.304618
27.0,27,17.350108
27.0,27,17.37566
27.0,27,17.390693
26.0,26,17.43889
10.0,10,17.444386
17.0,17,17.453659
16.0,16,17.462248
15.0,15,17.470318
18.0,18,17.48013
17.0,17,17.489337
22.0,22,17.501503
14.0,14,17.509912
30.0,30,17.526285
17.0,17,17.535633
15.0,15,17.543793
13.0,13,17.562204
