 ;pred_rewards_model_0;pred_rewards_model_1;pred_rewards_model_2;pred_rewards_model_3;pred_rewards_model_4;pred_rewards_model_5;pred_rewards_model_6;pred_rewards_model_7;pred_rewards_model_8;pred_rewards_model_9;pred_rewards_model_10;pred_rewards_model_11;pred_rewards_model_12;pred_rewards_model_13;pred_rewards_model_14;pred_rewards_model_15;pred_rewards_model_16;pred_rewards_model_17;pred_rewards_model_18;pred_rewards_model_19
;-121.8351089;-57.713153999999996;-129.90578299999999;-86.3826362;-120.65682919999999;-96.5939949;-72.41451029999999;-8.598576600000001;-126.3065633;-131.1273183;-14.145596600000008;-157.5814864;-77.8207843;-81.9243428;-113.8829074;-75.0580071;-127.2073097;-129.26252530000002;-173.08296620000002;-140.89390229999998
