 ;pred_rewards_model_0;pred_rewards_model_1;pred_rewards_model_2;pred_rewards_model_3;pred_rewards_model_4;pred_rewards_model_5;pred_rewards_model_6;pred_rewards_model_7;pred_rewards_model_8;pred_rewards_model_9;pred_rewards_model_10;pred_rewards_model_11;pred_rewards_model_12;pred_rewards_model_13;pred_rewards_model_14;pred_rewards_model_15;pred_rewards_model_16;pred_rewards_model_17;pred_rewards_model_18;pred_rewards_model_19
;-385.1278742;-370.04561649999994;-460.72941169999996;-588.2762839000001;-579.2759588;-656.3452773000001;-459.9218005000001;-1064.0114691;-600.3605298;-57.3500823;-241.6311367;-167.7075739;-140.6698966;-167.27451709999997;-214.8931281;-374.90514659999997;-402.52010900000005;-406.4812353;-1035.8818150000002;-256.6929713
