#{"t_start": 1707792798.025574, "env_id": "CartPole-v1"}
r,l,t
20.0,20,14.390723
14.0,14,14.398403
15.0,15,14.42292
15.0,15,14.431204
10.0,10,14.452968
14.0,14,14.460889
14.0,14,14.485011
12.0,12,14.491803
15.0,15,14.499846
27.0,27,14.514529
14.0,14,14.533556
13.0,13,14.540658
20.0,20,14.551498
13.0,13,14.558564
17.0,17,14.567787
19.0,19,14.57805
15.0,15,14.586235
11.0,11,14.59225
14.0,14,14.599923
14.0,14,14.607597
11.0,11,14.613622
15.0,15,14.621588
20.0,20,14.632557
10.0,10,14.638059
14.0,14,14.645942
20.0,20,14.673191
13.0,13,14.687868
13.0,13,14.709589
10.0,10,14.715069
19.0,19,14.741638
26.0,26,14.772024
20.0,20,14.782967
16.0,16,14.791786
15.0,15,14.801476
10.0,10,14.807224
22.0,22,14.819211
13.0,13,14.826364
10.0,10,14.831783
18.0,18,14.841617
10.0,10,14.847126
14.0,14,14.854883
18.0,18,14.86461
19.0,19,14.875008
9.0,9,14.879908
27.0,27,14.894683
16.0,16,14.903424
11.0,11,14.909357
9.0,9,14.914333
24.0,24,14.927372
10.0,10,14.932945
20.0,20,14.959841
13.0,13,14.966824
20.0,20,14.993742
13.0,13,15.000873
12.0,12,15.023734
11.0,11,15.029828
15.0,15,15.037911
21.0,21,15.067491
14.0,14,15.083177
10.0,10,15.08878
12.0,12,15.095395
13.0,13,15.138935
16.0,16,15.148043
18.0,18,15.170744
26.0,26,15.192688
12.0,12,15.199311
23.0,23,15.224401
26.0,26,15.270867
13.0,13,15.278015
24.0,24,15.307476
11.0,11,15.329807
13.0,13,15.336925
16.0,16,15.357411
15.0,15,15.365575
11.0,11,15.387902
11.0,11,15.421767
14.0,14,15.429381
19.0,19,15.468626
16.0,16,15.477361
12.0,12,15.500102
15.0,15,15.508324
15.0,15,15.516537
49.0,49,15.571784
19.0,19,15.582114
26.0,26,15.612662
17.0,17,15.637961
29.0,29,15.673537
18.0,18,15.699696
46.0,46,16.6423
14.0,14,16.65015
20.0,20,16.665594
19.0,19,16.692363
12.0,12,16.698918
12.0,12,16.721812
19.0,19,16.732259
10.0,10,16.754153
11.0,11,16.762895
14.0,14,16.790764
13.0,13,16.797885
14.0,14,16.805378
29.0,29,16.837544
19.0,19,16.86427
15.0,15,16.888661
24.0,24,16.90176
13.0,13,16.925173
16.0,16,16.933887
14.0,14,16.957905
15.0,15,16.966208
14.0,14,16.990052
12.0,12,16.996727
12.0,12,17.021325
16.0,16,17.03011
11.0,11,17.052345
13.0,13,17.059596
11.0,11,17.065602
15.0,15,17.090027
17.0,17,17.099502
12.0,12,17.126301
12.0,12,17.132868
12.0,12,17.155651
18.0,18,17.181921
10.0,10,17.187481
19.0,19,17.214047
12.0,12,17.222403
14.0,14,17.236853
21.0,21,17.248417
16.0,16,17.277436
16.0,16,17.286186
15.0,15,17.31081
25.0,25,17.342047
14.0,14,17.349733
15.0,15,17.37808
16.0,16,17.403046
28.0,28,17.429207
12.0,12,17.435732
13.0,13,17.442862
8.0,8,17.447304
9.0,9,17.452173
11.0,11,17.458174
12.0,12,17.46479
21.0,21,17.476182
11.0,11,17.482784
9.0,9,17.487756
10.0,10,17.493158
14.0,14,17.500684
14.0,14,17.508343
13.0,13,17.515418
18.0,18,17.525139
9.0,9,17.529991
16.0,16,17.538656
12.0,12,17.544928
12.0,12,17.551547
10.0,10,17.573176
25.0,25,17.602876
16.0,16,17.611634
