#{"t_start": 1707792797.9656475, "env_id": "CartPole-v1"}
r,l,t
20.0,20,2.891214
26.0,26,2.916954
35.0,35,2.938204
16.0,16,2.947277
16.0,16,2.958391
26.0,26,2.973278
46.0,46,3.001108
22.0,22,3.01314
72.0,72,3.053097
31.0,31,3.070873
10.0,10,3.076789
38.0,38,3.097729
21.0,21,3.108969
13.0,13,3.116331
24.0,24,3.129427
11.0,11,3.135837
27.0,27,3.150729
25.0,25,3.165158
10.0,10,3.170832
23.0,23,3.183665
23.0,23,3.201579
15.0,15,3.223174
21.0,21,3.235773
14.0,14,3.244577
38.0,38,3.265568
66.0,66,3.342625
14.0,14,3.405617
47.0,47,3.463738
15.0,15,3.47989
12.0,12,3.49834
44.0,44,3.524577
12.0,12,3.53174
49.0,49,3.561502
25.0,25,3.578971
20.0,20,3.590829
14.0,14,3.600746
24.0,24,3.615755
29.0,29,3.639209
19.0,19,3.651833
34.0,34,3.679563
39.0,39,3.728895
22.0,22,3.756877
28.0,28,3.797893
15.0,15,3.806382
12.0,12,3.812968
25.0,25,3.826747
18.0,18,3.836749
25.0,25,3.850463
21.0,21,3.869104
25.0,25,3.883559
17.0,17,3.894881
26.0,26,3.909933
31.0,31,3.934935
22.0,22,3.948982
9.0,9,3.95451
62.0,62,4.018574
18.0,18,4.039462
15.0,15,4.047749
26.0,26,4.079923
49.0,49,4.131533
19.0,19,4.142171
58.0,58,4.173948
18.0,18,4.183877
12.0,12,4.19093
32.0,32,4.217498
23.0,23,4.258286
33.0,33,4.292778
31.0,31,4.329827
36.0,36,5.263662
37.0,37,5.296071
12.0,12,5.318894
16.0,16,5.327789
19.0,19,5.338053
21.0,21,5.378732
14.0,14,5.386563
16.0,16,5.411606
28.0,28,5.443282
14.0,14,5.451081
39.0,39,5.504951
28.0,28,5.536419
39.0,39,5.57446
86.0,86,5.672181
51.0,51,5.73297
23.0,23,5.761931
14.0,14,5.769563
28.0,28,5.801551
48.0,48,5.844552
17.0,17,5.871522
13.0,13,5.895066
30.0,30,5.927795
26.0,26,5.942058
24.0,24,5.971482
19.0,19,5.998091
11.0,11,6.004133
10.0,10,6.026001
26.0,26,6.064517
21.0,21,6.088838
15.0,15,6.097036
20.0,20,6.12529
29.0,29,6.157396
28.0,28,6.192954
15.0,15,6.201682
13.0,13,6.217165
31.0,31,6.270524
14.0,14,6.311918
21.0,21,6.339799
54.0,54,6.385787
26.0,26,6.416284
34.0,34,6.471582
22.0,22,6.483592
18.0,18,6.509763
17.0,17,6.535458
19.0,19,6.546065
18.0,18,6.556841
27.0,27,6.571616
24.0,24,6.584766
29.0,29,6.600516
23.0,23,6.61312
17.0,17,6.622509
25.0,25,6.636164
31.0,31,6.652972
12.0,12,6.659517
16.0,16,6.668283
22.0,22,6.681856
37.0,37,6.702248
21.0,21,6.713886
33.0,33,6.74835
26.0,26,6.778864
14.0,14,6.786592
10.0,10,6.808305
56.0,56,6.870304
26.0,26,6.893283
10.0,10,6.912562
15.0,15,6.933411
16.0,16,6.955243
48.0,48,7.00774
19.0,19,7.018098
18.0,18,7.046937
11.0,11,7.052922
11.0,11,7.071965
18.0,18,7.092058
18.0,18,7.120061
29.0,29,7.139843
23.0,23,7.166473
13.0,13,7.173778
23.0,23,7.186441
28.0,28,7.201721
61.0,61,7.264553
13.0,13,7.27715
33.0,33,7.308694
68.0,68,8.139298
17.0,17,8.148786
16.0,16,8.157848
10.0,10,8.163543
16.0,16,8.172405
16.0,16,8.181236
20.0,20,8.192272
17.0,17,8.202416
18.0,18,8.213026
18.0,18,8.223069
15.0,15,8.231517
25.0,25,8.245386
31.0,31,8.262689
16.0,16,8.283418
54.0,54,8.341331
25.0,25,8.367866
11.0,11,8.386161
41.0,41,8.451723
31.0,31,8.478443
13.0,13,8.48622
26.0,26,8.517013
10.0,10,8.5377
13.0,13,8.545005
26.0,26,8.583673
20.0,20,8.594655
39.0,39,8.647025
11.0,11,8.661162
15.0,15,8.675839
64.0,64,8.754307
25.0,25,8.76848
11.0,11,8.788225
15.0,15,8.796536
15.0,15,8.820958
21.0,21,8.832587
20.0,20,8.85978
25.0,25,8.901746
22.0,22,8.930108
31.0,31,8.947081
26.0,26,8.972621
19.0,19,8.983189
10.0,10,8.988758
21.0,21,9.00023
33.0,33,9.0184
36.0,36,9.03816
17.0,17,9.047434
15.0,15,9.055749
23.0,23,9.068374
36.0,36,9.112572
17.0,17,9.122008
17.0,17,9.131301
11.0,11,9.137355
19.0,19,9.147749
34.0,34,9.167446
36.0,36,9.187104
17.0,17,9.196234
26.0,26,9.210588
41.0,41,9.233176
27.0,27,9.248118
25.0,25,9.261692
17.0,17,9.286227
21.0,21,9.3138
18.0,18,9.339276
18.0,18,9.349067
31.0,31,9.386055
66.0,66,9.469875
26.0,26,9.49844
19.0,19,9.524969
28.0,28,9.552713
42.0,42,9.585355
32.0,32,9.620694
10.0,10,9.642108
12.0,12,9.648601
23.0,23,9.691576
21.0,21,9.703096
49.0,49,9.758394
28.0,28,9.783659
23.0,23,9.81247
39.0,39,9.880818
14.0,14,9.888464
19.0,19,9.919065
34.0,34,9.945654
15.0,15,9.970115
17.0,17,9.993512
34.0,34,10.024318
11.0,11,10.038515
29.0,29,10.070513
26.0,26,10.991207
28.0,28,11.028752
18.0,18,11.038621
12.0,12,11.057438
33.0,33,11.084795
36.0,36,11.130549
12.0,12,11.137202
10.0,10,11.163055
17.0,17,11.172559
9.0,9,11.197758
11.0,11,11.204135
30.0,30,11.241241
27.0,27,11.256186
18.0,18,11.266135
11.0,11,11.27356
12.0,12,11.280501
13.0,13,11.287759
33.0,33,11.305874
17.0,17,11.315334
15.0,15,11.323681
14.0,14,11.331566
14.0,14,11.339301
14.0,14,11.34756
16.0,16,11.356456
24.0,24,11.369847
42.0,42,11.392926
16.0,16,11.401623
52.0,52,11.45967
12.0,12,11.46639
15.0,15,11.47456
14.0,14,11.503021
15.0,15,11.511415
26.0,26,11.560807
13.0,13,11.568062
13.0,13,11.575325
24.0,24,11.609225
30.0,30,11.646724
17.0,17,11.655964
15.0,15,11.679844
21.0,21,11.709856
10.0,10,11.715432
15.0,15,11.769048
46.0,46,11.801855
20.0,20,11.833629
32.0,32,11.859684
42.0,42,11.926342
26.0,26,11.949658
14.0,14,11.957398
12.0,12,11.979912
30.0,30,12.022826
10.0,10,12.0286
14.0,14,12.041121
14.0,14,12.062663
11.0,11,12.068964
22.0,22,12.092247
47.0,47,12.138813
16.0,16,12.159808
12.0,12,12.19141
13.0,13,12.203473
17.0,17,12.222698
18.0,18,12.2529
29.0,29,12.279512
22.0,22,12.301801
12.0,12,12.318361
32.0,32,12.35188
14.0,14,12.359421
12.0,12,12.36617
16.0,16,12.374908
12.0,12,12.381657
15.0,15,12.390703
23.0,23,12.40347
13.0,13,12.410214
14.0,14,12.418373
11.0,11,12.424219
16.0,16,12.433137
13.0,13,12.440134
18.0,18,12.449903
11.0,11,12.455881
29.0,29,12.471968
16.0,16,12.481016
13.0,13,12.488158
28.0,28,12.503372
47.0,47,12.538181
12.0,12,12.544601
12.0,12,12.564426
22.0,22,12.587463
20.0,20,12.616591
31.0,31,12.651345
38.0,38,12.674266
46.0,46,12.715569
11.0,11,12.721509
21.0,21,12.733086
19.0,19,12.742992
16.0,16,12.751875
15.0,15,12.766407
17.0,17,12.775764
36.0,36,12.820331
22.0,22,12.848657
17.0,17,12.857786
10.0,10,12.881486
12.0,12,12.887985
15.0,15,12.896382
36.0,36,13.523865
9.0,9,13.528854
15.0,15,13.536943
12.0,12,13.54349
20.0,20,13.570705
20.0,20,13.599431
14.0,14,13.607129
17.0,17,13.63246
20.0,20,13.658102
15.0,15,13.684083
29.0,29,13.709313
15.0,15,13.731462
16.0,16,13.74005
15.0,15,13.768685
15.0,15,13.776819
28.0,28,13.792521
28.0,28,13.807811
36.0,36,13.827487
13.0,13,13.838004
15.0,15,13.846112
21.0,21,13.857897
10.0,10,13.863521
17.0,17,13.872864
12.0,12,13.879344
16.0,16,13.888714
10.0,10,13.894043
13.0,13,13.90143
20.0,20,13.912451
12.0,12,13.919668
14.0,14,13.927265
21.0,21,13.939079
25.0,25,13.95303
20.0,20,13.964903
20.0,20,13.98954
19.0,19,14.007394
32.0,32,14.037837
19.0,19,14.057241
14.0,14,14.083103
13.0,13,14.090212
17.0,17,14.119467
11.0,11,14.125541
15.0,15,14.134226
9.0,9,14.139135
12.0,12,14.158058
18.0,18,14.169298
25.0,25,14.183403
13.0,13,14.190374
13.0,13,14.197902
11.0,11,14.21029
11.0,11,14.21658
16.0,16,14.225323
26.0,26,14.239519
12.0,12,14.246261
31.0,31,14.263776
30.0,30,14.279863
22.0,22,14.292642
17.0,17,14.305881
22.0,22,14.318022
19.0,19,14.330611
8.0,8,14.336022
27.0,27,14.356329
17.0,17,14.37093
12.0,12,14.381448
11.0,11,14.390758
11.0,11,14.399728
15.0,15,14.417384
11.0,11,14.428475
19.0,19,14.439804
13.0,13,14.447434
16.0,16,14.456128
22.0,22,14.468726
13.0,13,14.475743
12.0,12,14.48247
16.0,16,14.49152
11.0,11,14.497763
13.0,13,14.505013
19.0,19,14.515599
23.0,23,14.529651
11.0,11,14.548534
12.0,12,14.555057
14.0,14,14.581108
16.0,16,14.589814
13.0,13,14.611033
18.0,18,14.634219
11.0,11,14.647655
22.0,22,14.683562
10.0,10,14.690641
15.0,15,14.698884
17.0,17,14.710582
19.0,19,14.720682
19.0,19,14.730781
10.0,10,14.736072
21.0,21,14.746994
13.0,13,14.754043
11.0,11,14.759952
12.0,12,14.76626
15.0,15,14.774371
27.0,27,14.788808
10.0,10,14.794219
18.0,18,14.803855
17.0,17,14.814183
19.0,19,14.82444
12.0,12,14.835552
19.0,19,14.845815
16.0,16,14.855424
17.0,17,14.8924
18.0,18,14.902182
12.0,12,14.908676
12.0,12,14.921855
14.0,14,14.929553
9.0,9,14.950836
19.0,19,14.961083
17.0,17,14.990271
9.0,9,14.995206
12.0,12,15.009694
11.0,11,15.015616
16.0,16,15.024132
24.0,24,15.036789
23.0,23,15.049215
11.0,11,15.055257
8.0,8,15.059581
13.0,13,15.066377
17.0,17,15.075534
31.0,31,15.672153
18.0,18,15.682047
11.0,11,15.688107
17.0,17,15.697115
20.0,20,15.708497
10.0,10,15.713952
14.0,14,15.721969
12.0,12,15.728409
17.0,17,15.737884
12.0,12,15.744306
13.0,13,15.751674
15.0,15,15.759778
10.0,10,15.774505
13.0,13,15.78771
17.0,17,15.79705
13.0,13,15.819758
15.0,15,15.827565
36.0,36,15.88309
10.0,10,15.888602
17.0,17,15.90202
12.0,12,15.908383
21.0,21,15.921054
9.0,9,15.925952
10.0,10,15.932087
13.0,13,15.941081
11.0,11,15.946975
12.0,12,15.954044
11.0,11,15.960105
12.0,12,15.966922
10.0,10,15.972453
11.0,11,15.978455
23.0,23,15.991162
21.0,21,16.002903
14.0,14,16.010497
11.0,11,16.016878
10.0,10,16.022363
15.0,15,16.030489
22.0,22,16.045429
17.0,17,16.055035
11.0,11,16.061047
11.0,11,16.072654
10.0,10,16.100519
14.0,14,16.116612
10.0,10,16.123064
12.0,12,16.129676
12.0,12,16.158965
11.0,11,16.182528
18.0,18,16.192351
13.0,13,16.203788
11.0,11,16.209959
15.0,15,16.234538
13.0,13,16.268893
12.0,12,16.291674
9.0,9,16.296683
17.0,17,16.305888
10.0,10,16.327689
14.0,14,16.335336
9.0,9,16.364467
11.0,11,16.371227
11.0,11,16.377266
14.0,14,16.397595
20.0,20,16.431244
13.0,13,16.43838
8.0,8,16.442798
16.0,16,16.463812
26.0,26,16.494334
14.0,14,16.501904
13.0,13,16.509068
16.0,16,16.517751
26.0,26,16.531727
10.0,10,16.537141
11.0,11,16.543252
9.0,9,16.54826
12.0,12,16.555826
22.0,22,16.567944
14.0,14,16.575705
13.0,13,16.584608
17.0,17,16.595563
14.0,14,16.603568
10.0,10,16.612322
27.0,27,16.627449
22.0,22,16.639673
32.0,32,16.658997
11.0,11,16.664937
9.0,9,16.670181
8.0,8,16.674608
24.0,24,16.687757
15.0,15,16.709291
28.0,28,16.740964
16.0,16,16.760515
10.0,10,16.766055
12.0,12,16.786905
16.0,16,16.795687
15.0,15,16.803798
19.0,19,16.834321
16.0,16,16.859185
17.0,17,16.875789
16.0,16,16.904596
11.0,11,16.910529
9.0,9,16.915441
12.0,12,16.939591
12.0,12,16.946052
18.0,18,16.969955
11.0,11,16.977741
14.0,14,17.001702
16.0,16,17.014572
17.0,17,17.023803
14.0,14,17.047749
16.0,16,17.056459
11.0,11,17.086719
14.0,14,17.094395
17.0,17,17.112875
15.0,15,17.120987
15.0,15,17.145179
11.0,11,17.165251
12.0,12,17.171817
15.0,15,17.179898
11.0,11,17.199769
11.0,11,17.227362
11.0,11,17.251433
29.0,29,17.287391
9.0,9,17.292302
19.0,19,17.302822
17.0,17,17.328303
19.0,19,17.362734
15.0,15,17.37099
17.0,17,17.380209
20.0,20,17.403084
11.0,11,17.420481
12.0,12,17.426796
13.0,13,17.433898
21.0,21,17.461541
11.0,11,17.483672
14.0,14,17.491199
15.0,15,17.523421
10.0,10,17.528757
10.0,10,17.534225
13.0,13,17.547592
12.0,12,17.568089
10.0,10,17.573565
19.0,19,17.600252
10.0,10,17.605722
