#{"t_start": 1707792798.0770977, "env_id": "CartPole-v1"}
r,l,t
76.0,76,9.717545
12.0,12,9.732304
54.0,54,9.793956
56.0,56,9.856956
14.0,14,9.88172
57.0,57,9.945402
12.0,12,9.951948
55.0,55,10.02478
45.0,45,10.04867
16.0,16,10.057353
16.0,16,10.066132
22.0,22,10.078015
13.0,13,10.08509
30.0,30,10.10168
10.0,10,10.698849
10.0,10,10.704441
19.0,19,10.714881
11.0,11,10.720871
12.0,12,10.727475
10.0,10,10.732981
10.0,10,10.738533
44.0,44,10.762492
12.0,12,10.785369
19.0,19,10.812041
55.0,55,10.858486
12.0,12,10.881338
32.0,32,10.916329
13.0,13,10.939773
15.0,15,10.948043
17.0,17,10.973569
26.0,26,11.003976
11.0,11,11.009938
23.0,23,11.022506
14.0,14,11.043547
14.0,14,11.067505
21.0,21,11.079049
49.0,49,11.138187
11.0,11,11.144315
20.0,20,11.172797
13.0,13,11.180023
17.0,17,11.20581
10.0,10,11.224259
11.0,11,11.230349
22.0,22,11.258538
29.0,29,11.290423
14.0,14,11.297975
22.0,22,11.325961
22.0,22,11.354129
13.0,13,11.361255
21.0,21,11.38893
20.0,20,11.416068
18.0,18,11.425906
9.0,9,11.446923
23.0,23,11.460753
37.0,37,11.513213
12.0,12,11.519724
29.0,29,11.574298
17.0,17,11.599993
17.0,17,11.609219
16.0,16,11.638203
23.0,23,11.666939
18.0,18,11.676858
17.0,17,11.702383
9.0,9,11.707251
10.0,10,11.728957
10.0,10,11.734374
13.0,13,11.741444
27.0,27,11.77258
41.0,41,11.810991
33.0,33,11.8452
44.0,44,11.902681
16.0,16,11.911375
25.0,25,11.941162
14.0,14,11.964937
11.0,11,11.970909
14.0,14,11.97858
25.0,25,12.02472
11.0,11,12.046953
24.0,24,12.060126
10.0,10,12.081953
11.0,11,12.087911
28.0,28,12.119291
21.0,21,12.147091
47.0,47,12.185228
34.0,34,12.22143
20.0,20,12.248738
22.0,22,12.289367
34.0,34,12.324161
28.0,28,12.355725
32.0,32,12.389357
19.0,19,12.41605
16.0,16,12.424814
10.0,10,12.430279
13.0,13,12.453611
13.0,13,12.460731
35.0,35,12.512348
26.0,26,12.526453
29.0,29,12.575902
11.0,11,12.581889
17.0,17,12.607603
19.0,19,12.617779
28.0,28,12.6493
27.0,27,12.707595
15.0,15,12.71577
25.0,25,12.745738
24.0,24,12.775277
14.0,14,12.784422
13.0,13,12.791558
20.0,20,12.816163
14.0,14,12.840178
23.0,23,12.852759
17.0,17,12.878216
15.0,15,12.886423
30.0,30,12.943014
19.0,19,12.953684
19.0,19,13.579114
9.0,9,13.608303
30.0,30,13.633173
17.0,17,13.642687
11.0,11,13.671113
10.0,10,13.684697
15.0,15,13.697512
30.0,30,13.750167
14.0,14,13.772115
23.0,23,13.784507
12.0,12,13.804626
15.0,15,13.813248
29.0,29,13.829408
27.0,27,13.844174
13.0,13,13.851388
55.0,55,13.883848
17.0,17,13.893284
21.0,21,13.90488
19.0,19,13.915609
19.0,19,13.926084
10.0,10,13.931635
21.0,21,13.943166
24.0,24,13.95639
14.0,14,13.964379
12.0,12,13.971156
16.0,16,13.992618
16.0,16,14.007051
12.0,12,14.013845
17.0,17,14.035854
17.0,17,14.045405
17.0,17,14.078973
14.0,14,14.086664
20.0,20,14.099321
19.0,19,14.110115
16.0,16,14.119093
14.0,14,14.126829
15.0,15,14.135303
19.0,19,14.145778
14.0,14,14.153536
22.0,22,14.166253
16.0,16,14.175152
9.0,9,14.180173
17.0,17,14.200568
15.0,15,14.216258
14.0,14,14.238265
18.0,18,14.262517
13.0,13,14.270334
13.0,13,14.297319
10.0,10,14.303036
19.0,19,14.326455
10.0,10,14.332063
20.0,20,14.35954
15.0,15,14.367858
17.0,17,14.396368
25.0,25,14.417673
24.0,24,14.451021
19.0,19,14.477902
12.0,12,14.484555
13.0,13,14.501731
21.0,21,14.527705
31.0,31,14.558661
12.0,12,14.579245
21.0,21,14.590724
14.0,14,14.614652
23.0,23,14.637832
12.0,12,14.644388
18.0,18,14.682016
10.0,10,14.68764
21.0,21,14.705968
17.0,17,14.727388
16.0,16,14.754317
13.0,13,14.761625
17.0,17,14.770879
16.0,16,14.795573
35.0,35,14.843871
13.0,13,14.851159
11.0,11,14.857228
10.0,10,14.883107
21.0,21,14.89451
18.0,18,14.923524
36.0,36,14.976424
16.0,16,14.985225
9.0,9,14.990113
9.0,9,15.006155
11.0,11,15.012534
22.0,22,15.038472
12.0,12,15.045101
12.0,12,15.072083
28.0,28,15.099027
30.0,30,15.145978
18.0,18,15.167588
17.0,17,15.184563
17.0,17,15.216919
21.0,21,15.228453
19.0,19,15.259179
22.0,22,15.286008
12.0,12,15.303869
22.0,22,15.32741
13.0,13,15.334568
17.0,17,15.371363
19.0,19,15.381974
12.0,12,15.388712
16.0,16,15.397431
20.0,20,15.408561
21.0,21,15.420544
11.0,11,15.426731
9.0,9,15.43181
11.0,11,15.43796
27.0,27,15.452784
16.0,16,15.461672
22.0,22,15.473871
33.0,33,15.492134
16.0,16,15.500748
14.0,14,15.508635
21.0,21,15.520353
18.0,18,15.530097
20.0,20,16.091042
13.0,13,16.098501
14.0,14,16.106844
13.0,13,16.1144
23.0,23,16.127132
11.0,11,16.133258
28.0,28,16.148672
19.0,19,16.159298
14.0,14,16.169652
15.0,15,16.177972
14.0,14,16.185904
13.0,13,16.19317
12.0,12,16.199914
28.0,28,16.215246
12.0,12,16.221879
19.0,19,16.232565
15.0,15,16.24075
16.0,16,16.249335
17.0,17,16.258372
10.0,10,16.265081
11.0,11,16.27242
10.0,10,16.278059
14.0,14,16.285781
13.0,13,16.298264
9.0,9,16.303926
11.0,11,16.310073
14.0,14,16.317902
11.0,11,16.324408
32.0,32,16.342139
12.0,12,16.348816
14.0,14,16.356972
11.0,11,16.363199
11.0,11,16.369576
13.0,13,16.377116
18.0,18,16.387298
11.0,11,16.393408
11.0,11,16.405654
14.0,14,16.42218
14.0,14,16.438226
30.0,30,16.475943
12.0,12,16.496938
11.0,11,16.503462
19.0,19,16.526906
9.0,9,16.531992
24.0,24,16.564802
39.0,39,16.627548
22.0,22,16.651178
10.0,10,16.656842
14.0,14,16.678115
12.0,12,16.706531
22.0,22,16.718913
10.0,10,16.736616
17.0,17,16.749452
12.0,12,16.762605
11.0,11,16.782639
10.0,10,16.792303
13.0,13,16.824335
12.0,12,16.831131
32.0,32,16.865087
12.0,12,16.871862
18.0,18,16.896783
13.0,13,16.911284
17.0,17,16.935509
11.0,11,16.941576
10.0,10,16.963276
19.0,19,16.990058
12.0,12,16.996745
15.0,15,17.021276
18.0,18,17.031119
12.0,12,17.052397
13.0,13,17.059509
11.0,11,17.075259
12.0,12,17.08187
12.0,12,17.106457
23.0,23,17.126879
15.0,15,17.149668
16.0,16,17.158527
10.0,10,17.173711
11.0,11,17.179838
10.0,10,17.198179
12.0,12,17.204885
20.0,20,17.215742
18.0,18,17.225733
20.0,20,17.237822
11.0,11,17.243971
15.0,15,17.252393
14.0,14,17.260213
12.0,12,17.267087
8.0,8,17.271403
16.0,16,17.280357
15.0,15,17.288624
15.0,15,17.296808
15.0,15,17.305007
13.0,13,17.312296
12.0,12,17.318941
16.0,16,17.327669
15.0,15,17.335849
17.0,17,17.345117
11.0,11,17.351321
14.0,14,17.359006
11.0,11,17.364896
9.0,9,17.369896
13.0,13,17.377118
10.0,10,17.390879
18.0,18,17.410245
14.0,14,17.42633
10.0,10,17.442608
11.0,11,17.46093
9.0,9,17.465899
12.0,12,17.47855
10.0,10,17.492496
12.0,12,17.499239
13.0,13,17.524627
10.0,10,17.535271
16.0,16,17.560168
