#{"t_start": 1707792797.9834592, "env_id": "CartPole-v1"}
r,l,t
13.0,13,11.978778
19.0,19,11.994631
16.0,16,12.003364
15.0,15,12.027743
21.0,21,12.0391
21.0,21,12.066689
22.0,22,12.109797
17.0,17,12.118898
10.0,10,12.140591
12.0,12,12.148426
13.0,13,12.155482
18.0,18,12.177624
10.0,10,12.183186
17.0,17,12.202412
26.0,26,12.232687
12.0,12,12.239099
51.0,51,12.324749
29.0,29,12.356476
17.0,17,12.382034
12.0,12,12.388547
14.0,14,12.410769
13.0,13,12.417799
11.0,11,12.423919
14.0,14,12.447697
25.0,25,12.477531
14.0,14,12.485162
17.0,17,12.510782
17.0,17,12.520066
13.0,13,12.543424
14.0,14,12.55109
10.0,10,12.572683
16.0,16,12.581553
17.0,17,12.611036
14.0,14,12.618703
17.0,17,12.645559
15.0,15,12.653808
20.0,20,12.681159
21.0,21,12.707068
11.0,11,12.713061
10.0,10,12.718405
19.0,19,12.745181
14.0,14,12.769186
18.0,18,12.778955
13.0,13,12.8103
9.0,9,12.815102
11.0,11,12.837379
17.0,17,12.846529
15.0,15,12.870934
29.0,29,12.896824
36.0,36,12.932507
13.0,13,12.939591
13.0,13,12.963022
11.0,11,12.969039
26.0,26,12.999516
14.0,14,13.024718
11.0,11,13.030872
15.0,15,13.039161
18.0,18,13.065219
11.0,11,13.071169
10.0,10,13.092737
17.0,17,13.101789
24.0,24,13.130856
33.0,33,13.173082
12.0,12,13.179716
14.0,14,13.203817
12.0,12,13.210436
12.0,12,13.230415
15.0,15,13.238703
18.0,18,13.264917
24.0,24,13.290338
20.0,20,13.315322
10.0,10,13.320912
20.0,20,13.348248
18.0,18,13.359915
23.0,23,13.388764
26.0,26,13.446336
15.0,15,13.454632
13.0,13,13.461706
25.0,25,13.475262
14.0,14,13.482936
15.0,15,13.49122
12.0,12,13.497829
13.0,13,13.504987
18.0,18,13.514817
12.0,12,13.521385
40.0,40,13.542928
13.0,13,13.550156
15.0,15,13.558347
12.0,12,13.56477
19.0,19,14.194228
18.0,18,14.204005
9.0,9,14.208863
12.0,12,14.21539
10.0,10,14.220828
19.0,19,14.231205
10.0,10,14.25293
25.0,25,14.266892
28.0,28,14.298355
10.0,10,14.303761
18.0,18,14.329891
29.0,29,14.377987
19.0,19,14.388663
14.0,14,14.421514
23.0,23,14.434222
11.0,11,14.460439
17.0,17,14.470108
11.0,11,14.476037
14.0,14,14.50383
15.0,15,14.512289
10.0,10,14.517797
12.0,12,14.544659
29.0,29,14.580672
21.0,21,14.592399
12.0,12,14.599122
34.0,34,14.642124
9.0,9,14.655809
14.0,14,14.670856
11.0,11,14.690936
11.0,11,14.698438
10.0,10,14.703845
24.0,24,14.735291
19.0,19,14.76658
10.0,10,14.784501
15.0,15,14.795135
32.0,32,14.833977
9.0,9,14.838906
13.0,13,14.85881
9.0,9,14.86377
13.0,13,14.886519
14.0,14,14.903889
17.0,17,14.915539
11.0,11,14.933132
17.0,17,14.957427
12.0,12,14.964078
15.0,15,14.988442
14.0,14,14.995992
10.0,10,15.013844
14.0,14,15.05731
14.0,14,15.064918
11.0,11,15.084243
28.0,28,15.115577
10.0,10,15.120982
13.0,13,15.12807
23.0,23,15.160926
19.0,19,15.18763
18.0,18,15.197506
13.0,13,15.216998
11.0,11,15.223101
16.0,16,15.248115
16.0,16,15.26506
12.0,12,15.271516
9.0,9,15.285115
11.0,11,15.29952
10.0,10,15.320929
11.0,11,15.326975
9.0,9,15.331932
10.0,10,15.345664
14.0,14,15.361607
13.0,13,15.376703
12.0,12,15.383498
23.0,23,15.412485
14.0,14,15.436459
13.0,13,15.4436
12.0,12,15.452012
9.0,9,15.473291
20.0,20,15.484067
18.0,18,15.510105
35.0,35,15.545088
11.0,11,15.567371
11.0,11,15.573294
21.0,21,15.601121
18.0,18,15.610787
11.0,11,15.633756
30.0,30,15.666277
13.0,13,15.686349
14.0,14,15.69414
12.0,12,15.70626
13.0,13,15.71333
18.0,18,15.739443
13.0,13,15.746536
8.0,8,15.767291
18.0,18,15.792585
13.0,13,15.799629
8.0,8,15.820594
13.0,13,15.827821
9.0,9,15.849064
11.0,11,15.855174
12.0,12,15.861821
11.0,11,15.883917
9.0,9,15.888843
9.0,9,15.893796
11.0,11,15.904457
14.0,14,15.912072
16.0,16,15.937049
13.0,13,15.95887
26.0,26,15.98938
8.0,8,15.993849
16.0,16,16.018847
10.0,10,16.024419
12.0,12,16.04894
27.0,27,16.06396
14.0,14,16.087905
21.0,21,16.119732
12.0,12,16.126326
11.0,11,16.13233
22.0,22,16.158504
13.0,13,16.192984
26.0,26,16.223509
29.0,29,16.255391
11.0,11,16.261378
10.0,10,16.283201
15.0,15,16.291175
15.0,15,16.319485
13.0,13,16.326551
12.0,12,16.349327
21.0,21,16.360677
14.0,14,16.384363
10.0,10,16.389988
15.0,15,16.418389
20.0,20,16.429402
14.0,14,16.443008
12.0,12,16.449681
16.0,16,16.474765
11.0,11,16.480848
12.0,12,16.503824
22.0,22,17.391989
10.0,10,17.417752
24.0,24,17.430877
15.0,15,17.459312
11.0,11,17.465349
14.0,14,17.48909
9.0,9,17.493969
11.0,11,17.499993
9.0,9,17.521416
11.0,11,17.527596
18.0,18,17.553526
12.0,12,17.559999
13.0,13,17.583306
15.0,15,17.591393
13.0,13,17.604437
20.0,20,17.61537
23.0,23,17.644153
